,tout,s,i,ext,hvac,storage,t1,t2,t3,t4,t5,hsp0,m,rh,tdis,twater,mwa
0,24.975,0.0,335.774098251,4201.0447756,-200227.270097,-8444.45448546,23.2326156398,23.5363542539,23.7034096521,23.8269976694,24.8184053852,23.0,22.9045107817,0.0,14.6989340487,82.2222222222,0.0
1,24.95,0.0,335.774098251,4867.11029449,268.593565207,-2493.10372774,23.0062164281,23.0209537186,23.2011044806,23.5200335958,24.7369197511,23.0,5.18628127578,48356.9203413,23.0567864362,82.2222222222,0.326363606239
2,24.925,0.0,335.774098251,4828.70042634,-50475.6011411,42.3888746348,23.0100660438,23.0112750032,23.0116643951,23.1632257409,24.6526066989,23.01,5.18628127578,3056.98303912,13.5048181255,82.2222222222,0.0132585215034
3,24.9,0.0,335.774098251,4794.40421166,-60659.0449404,-1.6764671218,23.0099137861,23.0098953021,23.0099291841,23.0121029431,24.5821521819,23.01,7.70415909612,0.0,15.3196093377,82.2222222222,0.0
4,24.875,0.0,335.774098251,4764.9663349,-49389.6300666,107.573776306,23.019684353,23.0197155335,23.019659543,23.0199006257,24.531690972,23.02,6.3895105736,0.0,15.4697216207,82.2222222222,0.0
5,24.85,0.0,335.774098251,4751.12075219,-52580.5313831,3.09399691212,23.0199653794,23.0199325628,23.0199111234,23.0199904471,24.4700904335,23.02,7.18495734751,0.0,15.8722016577,82.2222222222,0.0
6,24.825,0.0,335.774098251,4722.67417389,-48799.7170965,106.802243086,23.0296668056,23.0297089951,23.0297065317,23.0298324503,24.4230235274,23.03,6.20055965696,0.0,15.3427721313,82.2222222222,0.0
7,24.8,0.0,335.774098251,4702.60907556,-52047.3937989,3.22178962751,23.0299594678,23.0299321873,23.029914144,23.0299896968,24.3814482152,23.03,6.927369679,0.0,15.6917325293,82.2222222222,0.0
8,24.775,0.0,335.774098251,4685.01529969,-50368.2901955,-0.0382655186832,23.0299559918,23.0299311278,23.0299148263,23.0299862005,24.3483388683,23.03,6.55091136432,0.0,15.5204088377,82.2222222222,0.0
9,24.75,0.0,335.774098251,4649.13787574,-48341.6625166,107.064492691,23.0396825101,23.0397256414,23.0397248454,23.0398422054,24.3251186357,23.04,6.28896528247,0.0,15.5321346979,82.2222222222,0.0
10,24.725,0.0,335.774098251,4628.5762953,-51295.2319814,3.02642590961,23.0399574618,23.0399353536,23.0399199473,23.0399904007,24.3021429382,23.04,6.79329661423,0.0,15.6651722158,82.2222222222,0.0
11,24.7,0.0,335.774098251,4594.70174976,-47466.8301538,107.067600274,23.0496852212,23.0497319764,23.0497328354,23.0498460865,24.2872699952,23.05,6.11369092575,0.0,15.4667491703,82.2222222222,0.0
12,24.675,0.0,335.774098251,4575.16934894,-50731.0392405,3.02600918632,23.0499601622,23.0499403332,23.0499262658,23.0499930526,24.2713900729,23.05,6.72302051679,0.0,15.6801325119,82.2222222222,0.0
13,24.65,0.0,335.774098251,4543.92762851,-46939.1508559,107.071198253,23.0596892082,23.0597380504,23.0597400368,23.0598493145,24.2624282959,23.06,6.03719378063,0.0,15.4661194991,82.2222222222,0.0
14,24.625,0.0,335.774098251,4527.24872506,-50232.7421915,2.99088837067,23.059960985,23.0599434699,23.0599306622,23.0599944466,24.2516404101,23.06,6.64825104265,0.0,15.6805289516,82.2222222222,0.0
15,24.6,0.0,335.774098251,4497.03585865,-46449.741139,107.092562143,23.0696929337,23.0697436138,23.0697466091,23.0698522014,24.2468526016,23.07,5.96666578802,0.0,15.4665502033,82.2222222222,0.0
16,24.575,0.0,335.774098251,4480.99233168,-49751.5472629,2.95824054829,23.0699617703,23.0699463021,23.0699346293,23.069995655,24.2396657941,23.07,6.5753678272,0.0,15.6802767313,82.2222222222,0.0
17,24.55,0.0,335.774098251,4469.06752506,-48116.7613124,-0.0254514480594,23.0699594573,23.0699452768,23.0699347054,23.069992424,24.2341593918,23.07,6.22713887776,0.0,15.523450016,82.2222222222,0.0
18,24.525,0.0,335.774098251,4438.70345549,-46149.2442445,107.161891111,23.0796989899,23.0797508517,23.079754818,23.0798553688,24.2332663909,23.08,5.97220188985,0.0,15.5328292849,82.2222222222,0.0
19,24.5,0.0,335.774098251,4424.04533125,-49166.6799161,2.88416323732,23.0799611292,23.0799486011,23.0799384721,23.0799961326,24.2293792409,23.08,6.47623313184,0.0,15.6654350695,82.2222222222,0.0
20,24.475,0.0,335.774098251,4396.18418392,-45391.5501353,107.156264942,23.0897011164,23.0897554588,23.0897605138,23.08985814,24.2301596307,23.09,5.81802537833,0.0,15.4700850659,82.2222222222,0.0
21,24.45,0.0,335.774098251,4382.32937907,-48720.5666796,2.88712748106,23.0899635511,23.0899521821,23.0899428584,23.0899979441,24.2278239817,23.09,6.42039437222,0.0,15.6788624259,82.2222222222,0.0
22,24.425,0.0,335.774098251,4355.04396885,-44961.1545361,107.156864233,23.0997045599,23.0997600331,23.099765768,23.0998604301,24.2299160095,23.1,5.7549693667,0.0,15.469688757,82.2222222222,0.0
23,24.4,0.0,335.774098251,4341.47969589,-48293.6317793,2.85891547833,23.099964456,23.0999543863,23.0999458482,23.0999987618,24.2287865006,23.1,6.35475167111,0.0,15.6779652853,82.2222222222,0.0
24,24.375,0.0,335.774098251,4331.85601473,-46677.8270163,-0.0228894880684,23.0999623751,23.0999531149,23.0999454069,23.0999954368,24.2284504357,23.1,6.01763820503,0.0,15.5244192808,82.2222222222,0.0
25,24.35,0.0,335.774098251,4304.55236937,-44741.9944652,107.218849471,23.1097103099,23.1097660666,23.1097723741,23.1098628449,24.2317182371,23.11,5.76884643386,0.0,15.5351971472,82.2222222222,0.0
26,24.325,0.0,335.774098251,4292.29603453,-47786.7695207,2.79185798936,23.1099641437,23.1099560403,23.1099485907,23.1099988369,24.2315284287,23.11,6.2671541713,0.0,15.6632514912,82.2222222222,0.0
27,24.3,0.0,335.774098251,4266.63691628,-44029.3806721,107.211736489,23.1197124024,23.1197700561,23.1197771767,23.1198652351,24.2352313802,23.12,5.62385408034,0.0,15.4736967803,82.2222222222,0.0
28,24.275,0.0,335.774098251,4254.61595149,-47381.9390159,2.79573744671,23.1199666143,23.1199591321,23.1199522267,23.1200003255,24.2355588519,23.12,6.21621056655,0.0,15.6758556455,82.2222222222,0.0
29,24.25,0.0,335.774098251,4229.16213031,-43636.3186746,107.211173542,23.1297157935,23.1297740894,23.1297816669,23.1298671868,24.2397276066,23.13,5.56604653094,0.0,15.4732828461,82.2222222222,0.0
