,tout,s,i,ext,hvac,storage,t1,t2,t3,t4,t5,hsp0,m,rh,tdis,twater,mwa
0,24.975,0.0,335.774098251,3076.56913306,-181074.073452,-8011.24708265,23.2722107505,23.5363542539,23.7034096521,23.8269976694,24.8184053852,23.0,20.6156872288,0.0,14.6989340487,82.2222222222,0.0
1,24.95,0.0,335.774098251,3774.13708189,-1720.59071424,-2923.07326453,23.0067697648,23.0209537186,23.2011044806,23.5200335958,24.7369197511,23.0,4.57112705262,40673.3734297,22.639273703,82.2222222222,0.255625266029
2,24.925,0.0,335.774098251,3759.80445368,-33411.7717667,38.0899487321,23.0102289041,23.0112750032,23.0116643951,23.1632257409,24.6526066989,23.01,4.57112705262,13733.0365701,15.8726369542,82.2222222222,0.0684710534007
3,24.9,0.0,335.774098251,3725.91686811,-51390.8574148,-3.45983726127,23.0099146858,23.0098953021,23.0099291841,23.0121029431,24.5821521819,23.01,6.52605372821,0.0,15.3196093377,82.2222222222,0.0
4,24.875,0.0,335.774098251,3699.73496676,-38720.3493494,108.14520078,23.0197369688,23.0197155335,23.019659543,23.0199006257,24.531690972,23.02,5.0084590674,0.0,15.4697216207,82.2222222222,0.0
5,24.85,0.0,335.774098251,3687.59579545,-41969.2718573,2.45237203185,23.0199597126,23.0199325628,23.0199111234,23.0199904471,24.4700904335,23.02,5.73415240037,0.0,15.8722016577,82.2222222222,0.0
6,24.825,0.0,335.774098251,3661.41565836,-38164.6951302,107.500100243,23.0297243557,23.0297089951,23.0297065317,23.0298324503,24.4230235274,23.03,4.84854758782,0.0,15.3427721313,82.2222222222,0.0
7,24.8,0.0,335.774098251,3643.12328711,-41474.9157836,2.54960090319,23.0299559534,23.0299321873,23.029914144,23.0299896968,24.3814482152,23.03,5.51945198298,0.0,15.6917325293,82.2222222222,0.0
8,24.775,0.0,335.774098251,3626.94850314,-39777.2564358,-0.0355700514454,23.0299527222,23.0299311278,23.0299148263,23.0299862005,24.3483388683,23.03,5.17274921014,0.0,15.5204088377,82.2222222222,0.0
9,24.75,0.0,335.774098251,3593.29439596,-37773.4765551,107.71129414,23.0397378367,23.0397256414,23.0397248454,23.0398422054,24.3251186357,23.04,4.91342408333,0.0,15.5321346979,82.2222222222,0.0
10,24.725,0.0,335.774098251,3574.00146514,-40768.4582315,2.39309409545,23.0399552465,23.0399353536,23.0399199473,23.0399904007,24.3021429382,23.04,5.39848643752,0.0,15.6651722158,82.2222222222,0.0
11,24.7,0.0,335.774098251,3541.95090259,-36917.7312652,107.716567168,23.0497418104,23.0497319764,23.0497328354,23.0498460865,24.2872699952,23.05,4.75433633386,0.0,15.4667491703,82.2222222222,0.0
12,24.675,0.0,335.774098251,3523.38952768,-40234.6054251,2.38010028265,23.0499580611,23.0499403332,23.0499262658,23.0499930526,24.2713900729,23.05,5.33134117071,0.0,15.6801325119,82.2222222222,0.0
13,24.65,0.0,335.774098251,3493.5781707,-36413.8971722,107.721717084,23.0597460639,23.0597380504,23.0597400368,23.0598493145,24.2624282959,23.06,4.68285271438,0.0,15.4661194991,82.2222222222,0.0
14,24.625,0.0,335.774098251,3477.47090139,-39756.3783077,2.34637624492,23.0599592716,23.0599434699,23.0599306622,23.0599944466,24.2516404101,23.06,5.26108211085,0.0,15.6805289516,82.2222222222,0.0
15,24.6,0.0,335.774098251,3448.5154162,-35942.8324418,107.741464978,23.0697500407,23.0697436138,23.0697466091,23.0698522014,24.2468526016,23.07,4.61642491449,0.0,15.4665502033,82.2222222222,0.0
16,24.575,0.0,335.774098251,3432.93465274,-39292.3563513,2.31480301469,23.0699604003,23.0699463021,23.0699346293,23.069995655,24.2396657941,23.07,5.19243170361,0.0,15.6802767313,82.2222222222,0.0
