,tout,i,t
0,24.975,4620.664818,23.79048098
1,24.95,4620.664818,23.47469595
2,24.925,4620.664818,23.15924971
3,24.9,4620.664818,23.01158052
4,24.875,4620.664818,23.01993913
5,24.85,4620.664818,23.0199992
6,24.825,4620.664818,23.02989276
7,24.8,4620.664818,23.02999885
8,24.775,4620.664818,23.02998274
9,24.75,4620.664818,23.03989331
10,24.725,4620.664818,23.03999887
11,24.7,4620.664818,23.04989743
12,24.675,4620.664818,23.04999893
13,24.65,4620.664818,23.05989922
14,24.625,4620.664818,23.05999896
15,24.6,4620.664818,23.06990086
16,24.575,4620.664818,23.06999898
17,24.55,4620.664818,23.06998544
18,24.525,4620.664818,23.07990083
19,24.5,4620.664818,23.079999
20,24.475,4620.664818,23.08990448
21,24.45,4620.664818,23.08999904
22,24.425,4620.664818,23.09990595
23,24.4,4620.664818,23.09999907
24,24.375,4620.664818,23.09998715
25,24.35,4620.664818,23.10990566
26,24.325,4620.664818,23.10999908
27,24.3,4620.664818,23.11991892
28,24.275,4620.664818,23.11999921
29,24.25,4620.664818,23.12991989
30,24.225,4620.664818,23.12999923
31,24.2,4620.664818,23.1299883
32,24.175,4620.664818,23.13991932
33,24.15,4620.664818,23.13999923
34,24.125,4620.664818,23.14992187
35,24.1,4620.664818,23.14999927
36,24.075,4620.664818,23.15992278
37,24.05,4620.664818,23.15999928
38,24.025,4620.664818,23.15998916
39,24,4620.664818,23.16992214
40,23.975,4620.664818,23.16999928
41,23.95,4620.664818,23.17992464
42,23.925,4620.664818,23.17999931
43,23.9,4620.664818,23.18992551
44,23.875,4620.664818,23.18999933
45,23.85,4620.664818,23.18999999
46,23.825,4620.664818,23.19992488
47,23.8,4620.664818,23.19999933
48,23.775,4620.664818,23.20992728
49,23.75,4620.664818,23.20999936
50,23.725,4620.664818,23.21992811
51,23.7,4620.664818,23.21999937
52,23.675,4620.664818,23.21999999
53,23.65,4620.664818,23.22992744
54,23.625,4620.664818,23.22999937
55,23.6,4620.664818,23.23992981
56,23.575,4620.664818,23.2399994
57,23.55,4620.664818,23.2499306
58,23.525,4620.664818,23.24999941
59,23.5,4620.664818,23.25
60,23.50166667,4620.664818,23.2599299
61,23.50333333,4620.664818,23.25999941
62,23.505,4620.664818,23.26993224
63,23.50666667,4620.664818,23.26999943
64,23.50833333,4620.664818,23.27993302
65,23.51,4620.664818,23.27999945
66,23.51166667,4620.664818,23.28
67,23.51333333,4620.664818,23.28993229
68,23.515,4620.664818,23.28999945
69,23.51666667,4620.664818,23.2999346
70,23.51833333,4620.664818,23.29999947
71,23.52,4620.664818,23.3
72,23.52166667,4620.664818,23.30993385
73,23.52333333,4620.664818,23.30999947
74,23.525,4620.664818,23.31993615
75,23.52666667,4620.664818,23.31999949
76,23.52833333,4620.664818,23.32993689
77,23.53,4620.664818,23.3299995
78,23.53166667,4620.664818,23.33
79,23.53333333,4620.664818,23.33993611
80,23.535,4620.664818,23.3399995
81,23.53666667,4620.664818,23.34993839
82,23.53833333,4620.664818,23.34999952
83,23.54,4620.664818,23.35
84,23.54166667,4620.664818,23.35993759
85,23.54333333,4620.664818,23.35999952
86,23.545,4620.664818,23.36993985
87,23.54666667,4620.664818,23.36999954
88,23.54833333,4620.664818,23.37
89,23.55,4620.664818,23.37993904
90,23.55166667,4620.664818,23.37999954
91,23.55333333,4620.664818,23.38994129
92,23.555,4620.664818,23.38999956
93,23.55666667,4620.664818,23.39
94,23.55833333,4620.664818,23.39994046
95,23.56,4620.664818,23.39999956
96,23.56166667,4620.664818,23.4099427
97,23.56333333,4620.664818,23.40999958
98,23.565,4620.664818,23.41
99,23.56666667,4620.664818,23.41994185
100,23.56833333,4620.664818,23.41999958
101,23.57,4620.664818,23.42994408
102,23.57166667,4620.664818,23.4299996
103,23.57333333,4620.664818,23.43
104,23.575,4620.664818,23.43994321
105,23.57666667,4620.664818,23.4399996
106,23.57833333,4620.664818,23.44994541
107,23.58,4620.664818,23.44999962
108,23.58166667,4620.664818,23.45
109,23.58333333,4620.664818,23.45994456
110,23.585,4620.664818,23.45999961
111,23.58666667,4620.664818,23.46994677
112,23.58833333,4620.664818,23.46999963
113,23.59,4620.664818,23.47
114,23.59166667,4620.664818,23.4799459
115,23.59333333,4620.664818,23.47999963
116,23.595,4620.664818,23.48
117,23.59666667,4620.664818,23.48994658
118,23.59833333,4620.664818,23.48999964
119,23.6,4620.664818,23.49994877
120,23.60333333,4620.664818,23.49999966
121,23.60666667,4620.664818,23.5
122,23.61,4620.664818,23.50994789
123,23.61333333,4620.664818,23.50999965
124,23.61666667,4620.664818,23.51
125,23.62,4620.664818,23.51994855
126,23.62333333,4620.664818,23.51999966
127,23.62666667,4620.664818,23.52995073
128,23.63,4620.664818,23.52999968
129,23.63333333,4620.664818,23.53
130,23.63666667,4620.664818,23.53994983
131,23.64,4620.664818,23.53999968
132,23.64333333,4620.664818,23.54
133,23.64666667,4620.664818,23.54995047
134,23.65,4620.664818,23.54999968
135,23.65333333,4620.664818,23.55995264
136,23.65666667,4620.664818,23.5599997
137,23.66,4620.664818,23.56
138,23.66333333,4620.664818,23.56995173
139,23.66666667,4620.664818,23.5699997
140,23.67,4620.664818,23.57
141,23.67333333,4620.664818,23.57995236
142,23.67666667,4620.664818,23.57999971
143,23.68,4620.664818,23.58
144,23.68333333,4620.664818,23.58995299
145,23.68666667,4620.664818,23.58999971
146,23.69,4620.664818,23.59
147,23.69333333,4620.664818,23.59997435
148,23.69666667,4620.664818,23.59999984
149,23.7,4620.664818,23.60996326
150,23.70333333,4620.664818,23.60999978
151,23.70666667,4620.664818,23.61
152,23.71,4620.664818,23.61993627
153,23.71333333,4620.664818,23.61999962
154,23.71666667,4620.664818,23.62
155,23.72,4620.664818,23.62991379
156,23.72333333,4620.664818,23.62999949
157,23.72666667,4620.664818,23.63
158,23.73,4620.664818,23.63995873
159,23.73333333,4620.664818,23.63999976
160,23.73666667,4620.664818,23.64
161,23.74,4620.664818,23.65000253
162,23.74333333,4620.664818,23.65000001
163,23.74666667,4620.664818,23.65
164,23.75,4620.664818,23.65996197
165,23.75333333,4620.664818,23.65999978
166,23.75666667,4620.664818,23.66
167,23.76,4620.664818,23.66990759
168,23.76333333,4620.664818,23.66999948
169,23.76666667,4620.664818,23.67
170,23.77,4620.664818,23.67998802
171,23.77333333,4620.664818,23.67999993
172,23.77666667,4620.664818,23.68
173,23.78,4620.664818,23.68
174,23.78333333,4620.664818,23.68992293
175,23.78666667,4620.664818,23.68999958
176,23.79,4620.664818,23.69
177,23.79333333,4620.664818,23.69998443
178,23.79666667,4620.664818,23.69999992
179,23.8,4620.664818,23.7
180,23.80166667,4620.664818,23.7099227
181,23.80333333,4620.664818,23.70999958
182,23.805,4620.664818,23.71
183,23.80666667,4620.664818,23.71998019
184,23.80833333,4620.664818,23.71999989
185,23.81,4620.664818,23.72003813
