,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
53,21.0703879472,20.5606566411,21.4367701782,21.0969119587,21.1366103488,21.2010354919,20.6393646907,21.7171264386,21.2068153935,22.0355459589,22.2977673041,21.1740221359,22.6776669919,23.9746873513,22.5473448462,22.3950760778
54,21.2723755998,20.8201489579,21.6677697824,21.2829098005,21.1703691303,21.4206920551,20.9147245458,21.9756348756,21.4063218407,22.1076698893,22.5193166051,21.4381252339,22.9195393925,23.9796288691,22.6208229296,22.4602931464
55,21.6378370831,21.2421618735,22.0434938685,21.6043775033,21.301372401,21.8006420566,21.3479756218,22.3794482045,21.7389197476,22.2865999795,22.8632259221,21.8293812526,23.2674832938,23.8498124291,22.7709381089,22.608494202
56,22.7083549044,22.2498905727,23.1175662921,22.4898619354,22.2914640816,22.8827842202,22.3639385093,23.3799386037,22.637966066,23.3439955288,23.5302280489,22.7649389557,23.5851367974,23.5940796993,23.4887725389,23.4709496263
57,23.179332494,22.9351953506,23.2295551868,23.0285777209,22.6868469468,23.2190743088,23.0122226402,23.2295586697,23.116572281,23.2295038214,23.2296303849,23.1768456226,23.229626026,23.2298989849,23.229541739,23.229490537
58,22.7816165022,22.7816471418,22.7815878094,22.7816504934,22.7366780216,22.7816250568,22.7816551785,22.781598087,22.7816561384,22.7814878662,22.7817194949,22.781667964,22.7816872207,22.7820281072,22.7815563997,22.7814602268
59,22.280514382,22.2804940742,22.2804511646,22.2805287988,22.280286833,22.2805238001,22.2805023312,22.2804622185,22.280535208,22.2802997315,22.280624433,22.2805195938,22.2805620179,22.2809595657,22.2803842256,22.2802579671
60,21.7602894945,21.7602147678,21.7602020913,21.7603017966,21.7600211912,21.7602894209,21.760214133,21.7602063738,21.7602986851,21.760031319,21.7603546475,21.7602061188,21.7603083539,21.7606963169,21.7600965667,21.7599923944
61,21.2562931169,21.2561976954,21.2563703155,21.2563658845,21.2560287978,21.2562319394,21.2561435063,21.2561845836,21.2562960312,21.2559957693,21.2562812932,21.2561407954,21.256226218,21.2565995611,21.2560422505,21.538440995
62,20.8028916066,20.8028149623,20.8028110071,20.8030972092,20.8026895227,20.8028761064,20.8028017409,20.8459365507,20.8030724224,20.8143773451,20.8029943677,20.8028628667,20.9200659002,20.8034265447,20.8850021259,21.5396469203
63,20.430970373,20.4309349193,20.4409411478,20.4312340735,20.4308619033,20.4356581899,20.4352071194,20.7781496843,20.45121078,20.6946611857,20.4391455368,20.4374002948,20.8734854285,20.571711604,20.8543124266,21.53758764
64,20.1658978744,20.1658869949,20.238351945,20.1660623463,20.1658576226,20.1677869588,20.1676745363,20.6222775348,20.1698867399,20.6415958414,20.1737802739,20.1724129314,20.7647911897,20.2819565184,20.8314608105,21.5341227022
65,20.0257588451,20.0257548377,20.0264477797,20.0258086949,20.025753525,20.025730632,20.025727059,20.0482517992,20.0257750213,20.0561888561,20.0257528833,20.0257382461,20.240095994,20.0258416971,20.3084319058,21.0064540544
66,20.0199653741,20.0199662336,20.0201808292,20.0199431066,20.0200011379,20.0199780696,20.0199788451,20.0200045061,20.0199588645,20.0200158544,20.0199634422,20.0199719184,20.0212199362,20.019916494,20.0439838777,20.6905918128
67,20.148950673,20.148956219,20.1490650102,20.1488786621,20.1490233866,20.1489809757,20.1489862597,20.1489861802,20.1489153091,20.1490494126,20.1489802722,20.1490134595,20.1489835541,20.1488160864,20.1490321969,20.5724385018
68,20.404005149,20.4040134531,20.404015778,20.4039040953,20.4040994876,20.4040248616,20.4040336581,20.4040329583,20.4039243874,20.4041097618,20.4040041678,20.4040649446,20.4040098922,20.4037084957,20.4040968961,20.4900300986
69,20.7677503664,20.7677597231,20.7677618897,20.7676351793,20.7678538986,20.7677706497,20.7677804522,20.7677794544,20.7676569575,20.7678622797,20.767688682,20.7677744409,20.7676961221,20.7672774858,20.7677824136,20.7678587934
70,21.2153551502,21.1723959832,21.2153672817,21.2152275597,21.1969951544,21.2153892217,21.1200861394,21.2153984059,21.2152654138,21.2155207787,21.2153219729,21.2129101473,21.2153291048,21.214887665,21.2154275898,21.2155090943
71,21.6549425531,21.1989053741,21.7105018438,21.6914073722,21.3277766781,21.6251774847,21.092783854,21.7158548911,21.6819687017,21.705089731,21.7164095386,21.4015682916,21.7164154707,21.7159958918,21.7164985599,21.7165673433
72,21.6682898989,21.0902663811,21.8762378056,21.7749870235,21.2930681908,21.6211042609,20.9977252413,21.957501838,21.7508227653,21.8886655164,22.2204959313,21.3450886642,22.2368027874,22.2364277464,22.2083471674,22.1811092926
73,21.5753417918,20.979757566,21.8023403398,21.6899885926,21.2693102048,21.5428749503,20.9020479974,21.9088005406,21.6759362084,21.9050202154,22.3759636473,21.2876764713,22.6099895654,22.7407261863,22.3663639648,22.2861249355
74,21.4769231871,20.8698657662,21.7137200171,21.5940516163,21.2457892822,21.4573495001,20.8045598918,21.8370916278,21.5899203671,21.9137929552,22.3515734582,21.2216573859,22.6273217489,23.1945622634,22.3983475295,22.3004570674
75,21.3814906588,20.7659090878,21.635304756,21.4996062622,21.2191923866,21.3761781405,20.7140345131,21.7758158391,21.5068248385,21.9187547157,22.3214985061,21.1602867467,22.6166909832,23.5670388584,22.4226356381,22.3101949454
76,21.3143641906,20.6921630516,21.5806942651,21.4315678759,21.189798615,21.32424984,20.6543045146,21.7390878573,21.450872396,21.9221881649,22.3109650431,21.1239310956,22.6192290781,23.8328037714,22.444659428,22.3187262042
77,21.3671195948,20.9266953688,21.7167719333,21.4731112499,21.1813131596,21.3926491019,20.9053904444,21.8972279238,21.5049825138,21.949809608,22.39500575,21.3632830377,22.7742616867,23.9737728228,22.484837004,22.3454232037
78,21.5382005372,21.2910816265,21.9264464609,21.6232104849,21.2182888941,21.5893921734,21.2955994096,22.1430502594,21.6758844822,22.0313050087,22.6096698554,21.7317450003,23.0133616572,23.9803798357,22.5649018374,22.4131434335
79,21.9215163462,22.8545829364,22.3300649879,21.9440518638,21.3535919051,21.9933863338,22.8791106379,22.5826344546,22.013520986,22.2209982758,22.9792253928,23.036233312,23.3932662443,23.852174725,22.7223123954,22.5643528102
80,23.0556027172,23.5978424884,23.3254214104,22.7844067626,22.3535945076,23.1289083827,23.5978466946,23.4665320031,22.8697490602,23.3151348377,23.5594307185,23.5978201422,23.5943991136,23.5978853111,23.478405938,23.4623770107
81,23.2345777693,23.2348624898,23.2345404744,23.1389601821,22.7624491611,23.2345774196,23.2348632184,23.2345420741,23.1780613991,23.2344944196,23.2346505563,23.2348192218,23.2346138993,23.2348871626,23.2345337298,23.2344846584
82,22.787504921,22.7876503452,22.7874245004,22.7874947167,22.7664567541,22.7875055408,22.7876505327,22.7874274337,22.7874935405,22.7873272249,22.7875855812,22.7876327026,22.7875130387,22.7878534164,22.7873956267,22.787298693
83,22.286914261,22.2869046901,22.2867379753,22.2868250747,22.2865797783,22.2869115406,22.2869002929,22.2867377344,22.2868208066,22.2865833861,22.2869902334,22.2868973755,22.2868363484,22.2872358131,22.2866688665,22.2865438411
84,21.766721248,21.7666386451,21.7665445538,21.7666584487,21.7663319205,21.7666822975,21.7666072184,21.7665284558,21.7666263386,21.766321683,21.7667136833,21.7665705597,21.7665829567,21.7669884749,21.7663796302,21.7662981262
85,21.2622754465,21.2621603368,21.2621583504,21.2622909661,21.2619098132,21.2621947167,21.2621110293,21.2620884689,21.2622342005,21.2618814208,21.2622296178,21.2620957775,21.2621324887,21.2625216604,21.2619341524,21.5343023222
86,20.8080125928,20.8079686247,20.8079203085,20.808167305,20.807778461,20.8079826349,20.8079395995,20.8173608184,20.8081313788,20.8077961309,20.8082376912,20.8081109379,20.9350016428,20.8087460299,20.8781187868,21.5355906144
87,20.4349425714,20.434925813,20.4777996587,20.4356340244,20.4347967678,20.4415285433,20.441275935,20.6995806367,20.5143152656,20.6004977411,20.4488828115,20.4465866729,20.9091347447,20.6995767929,20.8661936332,21.5342122384
88,20.1737811208,20.1738473317,20.3668402041,20.3506478647,20.1944801241,20.1759813987,20.1760340389,20.5913565072,20.5509347463,20.5640361363,20.1830599483,20.1811916989,20.8322751829,20.865013829,20.854086149,21.5314471478
89,20.0266599443,20.026660463,20.033606248,20.0329032282,20.0270499137,20.0266463647,20.0266468795,20.1139146001,20.0697553208,20.0513555808,20.0271399056,20.0270632206,20.4228059743,20.4549098638,20.3104959118,21.0047423834
90,20.0192295126,20.0192283042,20.0192566066,20.0191836294,20.0192523757,20.0192368229,20.0192358219,20.0197061804,20.019194277,20.019253079,20.0192103572,20.0192174934,20.1767070304,20.0375936367,20.0425777203,20.6899631411
91,20.1466269073,20.146623244,20.1470037515,20.1465110082,20.1466934708,20.1466490216,20.1466457317,20.146820236,20.1465361255,20.1467264491,20.1466353667,20.1466614724,20.1466829717,20.1464376503,20.1466796963,20.5730867629
92,20.4002106625,20.4002054296,20.4002203292,20.4000714008,20.4002961117,20.4002324808,20.4002275703,20.4002401482,20.4000922918,20.4003120777,20.400208672,20.4002586508,20.400212757,20.399882283,20.4002899764,20.4893299276
93,20.7627786337,20.7627753116,20.7627915357,20.7626318096,20.7628602988,20.7628004522,20.7627973766,20.7628111662,20.762653336,20.7628754317,20.7627121727,20.7627852071,20.7627194076,20.7622688118,20.7627942267,20.7628705386
94,21.2095905463,21.1581650233,21.2096028356,21.2094440938,21.2027570209,21.2096142037,21.0901252004,21.209624371,21.2094684376,21.209685841,21.2095209046,21.2062621891,21.2095276496,21.2090609574,21.2095921801,21.2096729094
95,21.5762460922,21.1590010888,21.6710225938,21.7009905719,21.3762306555,21.5129029259,21.0348788639,21.6839290048,21.6950262786,21.6980700607,21.7101598625,21.3771131976,21.7101651744,21.7097230552,21.7102123465,21.7102807548
96,21.5200395476,21.0300628878,21.7236843601,21.8303340214,21.33315218,21.4507192399,20.9238570146,21.7837297095,21.8063023426,21.8781014913,22.1820172924,21.3046777378,22.2304165554,22.2301344505,22.2031054854,22.1775824341
97,21.4442127818,20.9386023837,21.6659523638,21.7522130591,21.297455544,21.3964380084,20.8531403025,21.7545221979,21.7433647525,21.8937418442,22.290259675,21.2639714248,22.5439186826,22.7348371094,22.3635640739,22.2860821407
98,21.4091133047,20.8965517405,21.6463845336,21.6994921482,21.2630755637,21.3829157076,20.8300762184,21.7604071949,21.707523322,21.9038223497,22.313806233,21.2534029514,22.596927177,23.1894774616,22.3966257917,22.3002894294
99,21.382566051,20.86247843,21.6327053315,21.6536620925,21.2291594096,21.3763256717,20.813300209,21.7701061394,21.6774290924,21.9115716748,22.332581429,21.2447442776,22.6286280225,23.5631091811,22.4227955265,22.309968107
100,21.371248037,20.8348165563,21.6250005325,21.6158160982,21.1970355205,21.3826320866,20.8008745712,21.7835396188,21.6532620738,21.918314972,22.3571011857,21.239496212,22.6594529991,23.8303016462,22.4468081348,22.3186249545
101,21.4041599231,20.8570786895,21.6683473755,21.6270026289,21.1866695561,21.4325211445,20.8376907775,21.8478421611,21.6773338974,21.9466305217,22.4210525967,21.2799231199,22.7329644436,23.9728723595,22.4866374459,22.3455358622
102,21.5144854249,20.9565236902,21.7997047344,21.7220596777,21.2182353221,21.5690482852,20.9617215302,22.0135198646,21.7921440582,22.0231323787,22.586890184,21.4265337166,22.9133188147,23.9811289097,22.5625798898,22.413076862
103,21.7387872233,21.1826660316,22.0396165458,21.9161163051,21.3438610734,21.8136400545,21.2049528999,22.2834275085,22.0008404688,22.2035785228,22.8255687535,21.6578331172,23.163973504,23.8545243939,22.713355834,22.5631623969
104,22.6789993355,22.072905403,23.037002547,22.6817751761,22.3229122807,22.7790386971,22.1112733242,23.2840356867,22.7849280865,23.3000228521,23.5041740768,22.5068572363,23.5794007858,23.6016829646,23.474954829,23.463773996
105,23.1680671138,22.7424515542,23.2392756334,23.1175379231,22.709440913,23.2020647603,22.7907915096,23.2395322454,23.169184256,23.2394800755,23.2395975651,23.0550844488,23.2395929655,23.2398773256,23.2395165979,23.2394673267
106,22.7932735195,22.7915384006,22.7932645365,22.7933531101,22.7505739671,22.7932731604,22.7932706327,22.793267012,22.7933526214,22.7931564296,22.7933600285,22.7932848618,22.7933497222,22.793705141,22.7932247767,22.793130464
107,22.2930259879,22.2930176149,22.2930140078,22.2931161449,22.2928607238,22.2930270554,22.2930178745,22.293017727,22.2931168044,22.2928672808,22.293128087,22.2930346524,22.293113765,22.2935256874,22.2929540735,22.2928274689
108,21.7728049352,21.7727932931,21.7727947333,21.7729071158,21.772638062,21.7728038772,21.7727914123,21.7727962361,21.7729057204,21.7726456154,21.7729036731,21.7728032492,21.7728919013,21.7733313649,21.7727331343,21.7726063213
109,21.2680426276,21.268028183,21.2680318061,21.2681465357,21.2678609693,21.2679887916,21.2679748578,21.2679977841,21.268083882,21.2678889611,21.268023326,21.267941097,21.2680105231,21.2683688694,21.2678586872,21.5154877097
110,20.8130344559,20.8130238283,20.8130237464,20.8131254772,20.8128849215,20.8129955932,20.8129852152,20.8129869675,20.8130792521,20.8128593733,20.8130690761,20.8130009596,20.8681807584,20.8133613215,20.8720721843,21.5120021936
111,20.4388369517,20.4388310636,20.4388306353,20.4389100701,20.4387382645,20.4388333794,20.4388274087,20.5163027344,20.4389040332,20.5118055487,20.4389172621,20.4388656647,20.7686677703,20.4391567935,20.7889165405,21.5098940597
112,20.1709382664,20.1709357187,20.170940285,20.1709869009,20.1708859463,20.1709355222,20.1709330318,20.3150966299,20.1709824163,20.448073291,20.1709920404,20.1709597581,20.6174233532,20.1711511404,20.7567262122,21.5068681824
113,20.027618003,20.0276171426,20.0277194822,20.0276425103,20.0276000665,20.0275912617,20.0275903729,20.0286447345,20.0276121557,20.0424257163,20.0275888001,20.027576384,20.1057812423,20.0276503857,20.2753719542,20.9790992578
114,20.0184973419,20.0184972574,20.0185731876,20.0184812174,20.018527752,20.0185119305,20.0185118318,20.0185120554,20.0184990525,20.0185382802,20.0184958044,20.0185030164,20.018495674,20.0184561596,20.0329876653,20.6636661161
115,20.1442873914,20.1442885354,20.1442884448,20.1442338733,20.1443292189,20.1443133618,20.144314608,20.1443134052,20.1442633057,20.1443540173,20.1443053159,20.1443352607,20.1443045825,20.14415517,20.1443406903,20.5463000522
116,20.3964671081,20.3964692042,20.3964688912,20.396389969,20.3965171264,20.3964794904,20.396481955,20.3964800169,20.3964021582,20.3965246159,20.3964459009,20.3965014316,20.3964449932,20.3961704303,20.3965078596,20.4708470769
117,20.7578429249,20.7552635872,20.7578448701,20.7577531184,20.7578940005,20.7578546125,20.74698035,20.7578552602,20.7577652835,20.7578998112,20.7577617289,20.7578406264,20.7577606511,20.7573762257,20.7578168878,20.7578948839
118,21.1950260309,20.9052301094,21.2037878959,21.1988370312,21.1650756577,21.1914119927,20.8477790932,21.2038028915,21.1995514754,21.2038583207,21.2037078432,21.1461774367,21.2037068823,21.2032991349,21.2037639716,21.203845165
119,21.3591762047,20.8616480736,21.5808143849,21.3829330615,21.2453730604,21.346301911,20.8072977523,21.6434013647,21.3927806619,21.6847848995,21.703877279,21.1979343437,21.703876541,21.703482475,21.7039290442,21.7039977678
