,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
0,0.925921119204,0.493321423252,0.40742608162,0.542279330605,3.03398355652,4.71065032064,4.73562842843,5.68428701185,7.19912646489,75.3431688209,1.86565133103,1.21855107223,1.76080556152,2.15623991718,9.14126704684,5.64759299681
1,0.518242221526,0.462434924565,0.375149719937,0.541989002164,3.03398355652,4.66176553673,4.57112705262,5.56077086914,6.91820504257,75.3431688209,1.80457313006,1.04665725929,1.77136520086,1.82662470584,8.62508715049,4.02381572286
2,0.488608410325,0.462434924565,0.375149719937,0.541989002164,3.03398355652,4.66176553673,4.57112705262,6.47608485137,7.50498248041,75.3431688209,2.14479579614,1.12321161735,1.77144722489,1.83891635629,7.68136761803,2.66906148533
3,0.488608410325,0.462434924565,0.375149719937,0.541989002164,3.31622914945,4.66176553673,4.57112705262,7.42902579038,7.96304653844,75.3431688209,2.40028717568,1.11781823559,1.65000155604,1.75313083631,6.48524432175,1.70630379517
4,0.488608410325,0.462434924565,0.375149719937,0.541989002164,4.20551884169,4.66176553673,4.57112705262,8.26466299903,8.17352212592,75.3431688209,2.15560413078,0.889857337448,1.26346055873,1.44389770901,4.77817563053,1.20128873656
5,0.488608410325,0.462434924565,0.375149719937,0.541989002164,5.36780557678,5.68406394818,5.34695959805,9.82910600644,8.76087596904,75.3431688209,1.86962136812,0.724378262421,0.977263995633,1.21312978454,3.57541023746,1.17970213387
6,0.488608410325,0.462434924565,0.398065098783,0.55337877692,6.84226199394,9.07084441871,9.6352735408,13.323344702,10.4707679421,75.3431688209,1.64027820208,0.756525225437,0.824572125935,1.08353466505,2.90825905111,1.17970213387
7,0.488608410325,0.580001474912,0.647745224129,0.78096767199,8.69662922069,13.0680352249,15.2730165784,15.6764456884,11.3639968486,67.3640002102,1.48925698091,0.888696194379,0.741136810883,1.04161052636,2.78524785837,1.17970213387
8,0.524722576456,0.817736227141,0.907402443849,0.91114583197,9.0459637186,16.1888722726,16.8263544768,15.7047568899,10.6200097103,63.7566915713,1.65462683206,1.08652503218,0.906179620097,1.17356135435,4.23484942177,2.05497785323
9,0.804602187261,1.08066021812,1.2134109314,1.13969246749,9.0487674023,19.6727025687,18.2739222989,15.712850214,10.11175138,51.6716412298,1.62946436709,1.09475591551,0.915451935951,1.21891959111,4.55146818671,2.54487320395
10,1.08721361582,1.11406657098,1.47228309376,1.31375363498,9.0487674023,22.8913260316,16.7473925339,15.3402717322,9.50131813884,43.311447948,1.52095133535,0.868295215519,0.895712287252,1.2568399586,5.08435043186,3.15608645055
11,1.31660368249,1.1001721793,1.67676492031,1.42486330174,9.0487674023,23.3017159147,13.6274261152,13.6195890055,8.29615041519,35.2292172391,1.35636294024,0.654140784612,0.886425864736,1.31655552052,5.93187972775,3.99570186226
12,1.23740779029,1.0358906215,1.65807131512,1.35552940766,9.0487674023,23.2952113104,12.5433857448,12.374357955,7.44853593849,28.6303694037,0.937258065864,0.457126495554,0.787566169417,1.32145531678,6.52480924183,4.54090294942
13,1.50042378557,1.20087596484,1.73149094611,1.46310558576,9.0487674023,23.1227924487,11.8992838423,11.8535700029,7.51745735555,30.0009810345,0.921115229681,0.497569100951,0.950000962893,1.55675542117,8.59646810123,5.87403680638
14,1.83975992237,1.332831356,1.73149094611,1.66623944665,8.85258655598,21.8264490746,10.363076061,10.5131776625,8.76541525227,26.7107811934,0.911430142409,0.504316822313,1.02224396661,1.76868769763,9.19269998592,5.89851066933
15,1.86292710102,1.31092234114,1.73149094611,1.59146628607,7.61785140582,16.4284931236,7.87316318548,7.97266408857,8.3293497441,25.4613898769,0.73046930996,0.447807505915,0.961766519869,1.72489486321,9.19350115367,5.89851066933
16,1.91611925387,1.2932246138,1.7313333694,1.39615165808,6.44928763351,12.226735448,6.05839074861,6.39373667698,7.2163104448,26.4781039946,0.694891498417,0.468524682955,1.04929791894,1.7926636341,9.19694294733,5.89851066933
17,2.26139472209,1.42270860783,1.72247803402,1.25013154882,4.76420415769,6.68182912174,4.57112705262,3.44234177366,5.2163387965,15.2942883101,0.585312384328,0.419084984055,1.01712087435,1.741622088,9.19694294733,5.89851066933
18,2.09578883262,1.19510244096,1.28913084879,0.841113599804,3.17004802725,4.66176553673,4.57112705262,3.14294221991,5.18628127578,15.0686337642,0.568248350177,0.419666043114,1.04818722778,1.72471818444,9.19694294733,5.89851066933
19,1.76957647139,0.915800763485,0.899257111237,0.586526128497,3.03398355652,4.66176553673,4.57112705262,3.14294221991,5.18628127578,18.2617239925,0.642698044513,0.477932967706,1.16621853293,1.81012499176,9.19694294733,5.89851066933
20,1.41585044245,0.666150825995,0.591239761071,0.541989002164,3.03398355652,4.66176553673,4.57112705262,3.14294221991,5.18628127578,25.111850954,0.75300589334,0.551607721879,1.28746311093,1.88428156248,9.19694294733,5.89851066933
21,1.07712258983,0.485973433199,0.396286119506,0.541989002164,3.03398355652,4.66176553673,4.57112705262,3.14294221991,5.18628127578,34.8678260017,0.8924503926,0.63248202985,1.39331489932,1.91908228813,9.19694294733,5.89851066933
22,0.755754531761,0.462434924565,0.375149719937,0.541989002164,3.03398355652,4.66176553673,4.57112705262,3.14294221991,5.18628127578,45.2775310973,1.05389958992,0.713590565575,1.48060426233,1.94019963124,9.19684474372,5.80335305623
23,0.513155529698,0.462434924565,0.375149719937,0.541989002164,3.03398355652,4.66176553673,4.57112705262,3.14780432574,5.55085967968,58.0751545277,1.3721157341,0.880364487889,1.71570045156,2.15185613632,9.07281655685,4.51986420235
24,0.488608410325,0.462434924565,0.375149719937,0.541989002164,3.03398355652,4.66176553673,4.57112705262,3.97175148304,6.89795819486,70.9033594575,1.64731578021,0.979098754699,1.77106792753,2.14178236841,7.83098142906,3.08195442003
