,p,to,q
8771,95438.3752963,19.56,389342.5953
8772,95396.3708603,19.5233333333,389182.620784
8773,95498.9285003,19.4866666667,389590.43213
8774,95413.4253137,19.45,389252.998182
8775,95521.8552582,19.4133333333,389686.802394
8776,95501.0030136,19.3766666667,389605.336907
8777,95459.4989574,19.34,389447.288632
8778,95562.2659844,19.3033333333,389855.825584
8779,95539.9932641,19.2666666667,389768.396244
8780,95497.9736709,19.23,389607.223478
8781,95600.0992395,19.1933333333,390012.697733
8782,95577.4349715,19.1566666667,389923.108902
8783,95534.9077915,19.12,389759.737911
8784,95636.5864204,19.0833333333,390163.042707
8785,95550.5396383,19.0466666667,389822.565826
8786,95658.2674732,19.01,390252.867108
8787,95636.9492922,18.9733333333,390168.933665
8788,95595.1706318,18.9366666667,390009.145893
8789,95697.2918735,18.9,390414.767897
8790,95674.7342579,18.8633333333,390325.720377
8791,95632.4079617,18.8266666667,390163.141325
8792,95733.9850615,18.79,390566.103516
8793,95710.9741184,18.7533333333,390474.862815
8794,95668.3167325,18.7166666667,390310.720125
8795,95769.5380106,18.68,390712.089129
8796,95746.2707852,18.6433333333,390619.722559
8797,95703.3854122,18.6066666667,390454.534241
8798,95804.3100543,18.57,390854.624754
8799,95780.7219221,18.5333333333,390760.856018
8800,95737.607835,18.4966666667,390594.675376
8801,95838.1649591,18.46,390993.281113
8802,95814.3701161,18.4233333333,390898.639769
8803,95771.1308921,18.3866666667,390731.92087
8804,95871.4950596,18.35,391129.781185
8805,95847.5576873,18.3133333333,391034.614292
8806,95804.2173687,18.2766666667,390867.525346
8807,95904.4276718,18.24,391264.776667
8808,95880.3296594,18.2033333333,391168.953933
8809,95836.9336228,18.1666666667,391001.654678
8810,95936.9365427,18.13,391398.135156
8811,95912.7659305,18.0933333333,391302.057154
8812,95869.31843,18.0566666667,391134.49419
8813,95969.1911152,18.02,391530.488889
8814,95944.9073663,17.9833333333,391433.945153
8815,95901.4222086,17.9466666667,391266.282901
8816,96001.1868585,17.91,391661.88138
8817,95976.8612353,17.8733333333,391565.211756
8818,95933.3805488,17.8366666667,391397.56288
8819,96033.0083921,17.8,391792.652669
8820,96010.741835,17.8183333333,391698.461337
8821,95969.6561681,17.8366666667,391535.316376
8822,96071.9514291,17.855,391936.969799
8823,96049.8047215,17.8733333333,391846.093792
8824,96008.7354031,17.8916666667,391685.718147
8825,96110.9583839,17.91,392089.620141
8826,96088.9364441,17.9283333333,392001.29734
8827,96110.4317458,17.9466666667,392090.193638
8828,96063.3513935,17.965,391905.189513
8829,96164.0287662,17.9833333333,392303.976258
8830,96141.1774554,18.0016666667,392212.968493
8831,96099.6768474,18.02,392053.195357
8832,96201.4779987,18.0383333333,392457.484789
8833,96179.2674209,18.0566666667,392370.313376
8834,96138.4120244,18.075,392214.128494
8835,96240.6958723,18.0933333333,392621.188994
8836,96218.9819455,18.1116666667,392536.687026
8837,96240.8055496,18.13,392629.156315
8838,96194.258381,18.1483333333,392448.151237
8839,96295.2081374,18.1666666667,392849.695467
8840,96272.8271089,18.185,392761.984057
8841,96231.9549878,18.2033333333,392605.934473
8842,96334.1424196,18.2216666667,393012.773106
8843,96312.3882962,18.24,392928.188773
8844,96334.163499,18.2583333333,393020.597661
8845,96287.8211987,18.2766666667,392840.582347
8846,96388.7018603,18.295,393242.175415
8847,96366.40822,18.3133333333,393154.998633
8848,96325.7418466,18.3316666667,392999.813007
8849,96427.9080957,18.35,393406.814018
8850,96406.2950383,18.3683333333,393323.004074
8851,96428.2328847,18.3866666667,393416.123047
8852,96382.0502989,18.405,393236.848537
8853,96482.9981245,18.4233333333,393638.740121
8854,96460.890569,18.4416666667,393552.46067
8855,96482.4193293,18.46,393643.438664
8856,96435.8632666,18.4783333333,393462.175081
8857,96536.428242,18.4966666667,393862.337727
8858,96514.0220107,18.515,393774.678549
8859,96473.3603186,18.5333333333,393619.436529
8860,96575.313049,18.5516666667,394025.47069
8861,96553.6500194,18.57,393941.471082
8862,96575.5189072,18.5883333333,394034.391996
8863,96529.4596289,18.6066666667,393855.537901
8864,96630.3012498,18.625,394257.023141
8865,96608.2381918,18.6433333333,394170.94973
8866,96629.7801539,18.6616666667,394262.146678
8867,96583.4599248,18.68,394081.900739
8868,96684.0391555,18.6983333333,394482.150204
8869,96661.7885131,18.7166666667,394395.215423
8870,96683.1323736,18.735,394485.434628
8871,96636.6881677,18.7533333333,394304.710943
8872,96737.1467317,18.7716666667,394704.336573
8873,96714.7828495,18.79,394616.789513
8874,96736.0304017,18.8083333333,394706.69743
8875,96751.2164154,18.8266666667,394769.866788
8876,96703.1184918,18.845,394582.164193
8877,96802.4631471,18.8633333333,394976.722704
8878,96779.1899959,18.8816666667,394885.093627
8879,96799.6299595,18.9,394971.279363
8880,96750.7755887,18.8816666667,394786.408621
8881,96848.5923093,18.8633333333,395180.597595
8882,96824.5292069,18.845,395090.360602
8883,96844.3768456,18.8266666667,395178.162698
8884,96858.6047794,18.8083333333,395240.245824
8885,96809.8780331,18.79,395052.498168
8886,96908.6991473,18.7716666667,395446.887478
8887,96885.5978581,18.7533333333,395357.246314
8888,96906.375925,18.735,395446.088246
8889,96859.8850517,18.7166666667,395265.652217
8890,96959.9276556,18.6983333333,395664.26328
8891,96938.0300842,18.68,395578.750371
8892,96959.9759473,18.6616666667,395671.464008
8893,96975.9335832,18.6433333333,395737.805394
8894,96929.0422429,18.625,395554.642663
8895,97029.3281914,18.6066666667,395952.875094
8896,97007.7131278,18.5883333333,395867.396105
8897,97029.8251981,18.57,395959.96944
8898,97046.041736,18.5516666667,396026.498952
8899,96999.4515924,18.5333333333,395843.950693
8900,97099.8535159,18.515,396242.000478
8901,97078.3176108,18.4966666667,396156.358765
8902,97100.5510329,18.4783333333,396249.128651
8903,97116.9810982,18.46,396316.109943
8904,97070.4942212,18.4416666667,396134.042937
8905,97171.1517127,18.4233333333,396532.952463
8906,97149.783575,18.405,396447.950548
8907,97172.1480515,18.3866666667,396541.236855
8908,97188.6756699,18.3683333333,396608.761347
8909,97203.9124118,18.35,396670.744181
8910,97156.8634871,18.3316666667,396485.797331
8911,97257.0278353,18.3133333333,396882.269041
8912,97235.2553955,18.295,396795.395518
8913,97257.3076743,18.2766666667,396887.2578
8914,97273.5466276,18.2583333333,396953.592444
8915,97288.4520264,18.24,397014.40568
8916,97241.3126384,18.2216666667,396828.960261
8917,97341.2410062,18.2033333333,397224.720816
8918,97319.2821361,18.185,397137.250756
8919,97341.2066931,18.1666666667,397228.795471
8920,97357.3054733,18.1483333333,397294.784631
8921,97372.2200489,18.13,397355.773104
8922,97324.9388195,18.1116666667,397170.237726
8923,97424.8636073,18.0933333333,397566.149197
8924,97402.9352534,18.075,397479.137671
8925,97424.8847219,18.0566666667,397571.105073
8926,97441.1318999,18.0383333333,397637.879789
8927,97455.9971799,18.02,397699.202096
8928,97470.3359558,18.0016666667,397757.613989
8929,97422.567231,17.9833333333,397570.012273
8930,97522.0830708,17.965,397964.187703
8931,97499.7036964,17.9466666667,397875.351621
8932,97521.2544604,17.9283333333,397965.774751
8933,97537.1006351,17.91,398030.984542
8934,97551.5270528,17.8916666667,398090.549923
8935,97565.3147339,17.8733333333,398146.854968
8936,97517.2382072,17.855,397957.815693
8937,97616.2585282,17.8366666667,398350.101403
8938,97593.4571975,17.8183333333,398259.637137
8939,97614.9410202,17.8,398349.828354
8940,97631.2388535,17.8183333333,398411.072029
8941,97645.7405194,17.8366666667,398465.465713
8942,97658.7566622,17.855,398513.328632
8943,97670.3151295,17.8733333333,398555.034401
8944,97619.2911156,17.8916666667,398348.70717
8945,97714.8583103,17.91,398721.76443
8946,97687.6712178,17.9283333333,398608.935501
8947,97703.9811284,17.9466666667,398673.438254
8948,97714.0123402,17.965,398710.918893
8949,97722.3094741,17.9833333333,398741.541497
8950,97729.4826439,18.0016666667,398767.313868
8951,97735.6272816,18.02,398788.691974
8952,97740.8835982,18.0383333333,398806.291326
8953,97745.3365354,18.0566666667,398820.764463
8954,97687.7459203,18.075,398589.741368
8955,97777.2131987,18.0933333333,398940.110518
8956,97744.4678953,18.1116666667,398806.801507
8957,97755.7051235,18.13,398852.817553
8958,97760.9310686,18.1483333333,398872.971553
8959,97764.8497504,18.1666666667,398887.827635
8960,97767.9959508,18.185,398899.241886
8961,97770.4987695,18.2033333333,398907.885595
8962,97772.4173174,18.2216666667,398913.909597
8963,97773.8141176,18.24,398917.862287
8964,97774.7263949,18.2583333333,398919.761302
8965,97713.9148176,18.2766666667,398677.612206
8966,97800.4903804,18.295,399017.813836
8967,97765.0329948,18.3133333333,398875.233263
8968,97773.7543944,18.3316666667,398912.756709
8969,97776.7854581,18.35,398925.502986
8970,97780.3078547,18.3683333333,398940.22498
8971,97783.6410609,18.3866666667,398953.611928
8972,97786.4608999,18.405,398964.856746
8973,97788.9750437,18.4233333333,398974.684043
8974,97791.042261,18.4416666667,398982.558735
8975,97792.7706793,18.46,398989.070043
8976,97794.1685895,18.4783333333,398994.177546
8977,97795.4022936,18.4966666667,398998.620729
8978,97796.4045098,18.515,399002.159763
8979,97797.1669441,18.5333333333,399004.799098
8980,97797.7285435,18.5516666667,399006.639134
8981,97798.1265083,18.57,399007.975313
8982,97737.1629519,18.5883333333,398766.586342
8983,97823.670862,18.6066666667,399108.204315
8984,97788.7228752,18.625,398969.226192
8985,97798.0540217,18.6433333333,399010.787175
8986,97801.9604953,18.6616666667,399028.957084
8987,97805.0422717,18.68,399043.584578
8988,97807.707133,18.6983333333,399056.427764
8989,97810.3106215,18.7166666667,399068.45968
8990,97812.6794222,18.735,399079.417361
8991,97814.9004431,18.7533333333,399089.719308
8992,97817.0038902,18.7716666667,399099.350148
8993,97819.0171298,18.79,399108.686713
8994,97819.8894576,18.8083333333,399113.412116
8995,97821.5502183,18.8266666667,399121.318503
8996,97823.3682838,18.845,399129.779636
8997,97825.1221015,18.8633333333,399138.021709
8998,97826.7571732,18.8816666667,399145.935149
8999,97828.5091877,18.9,399154.306479
9000,97837.6067807,18.965,399197.481614
9001,97839.9089714,19.03,399215.430406
9002,97842.398821,19.095,399235.782211
9003,97845.8441307,19.16,399260.608301
9004,97850.049707,19.225,399289.231273
9005,97855.066062,19.29,399321.681937
9006,97860.7104108,19.355,399357.047325
9007,97867.0343709,19.42,399395.363505
9008,97874.1055776,19.485,399436.686864
9009,97881.8309269,19.55,399480.570363
9010,97890.18323,19.615,399526.768754
9011,97901.2106588,19.68,399583.306363
9012,97910.2016112,19.745,399631.492003
9013,97920.2485124,19.81,399683.592132
9014,97931.0655428,19.875,399738.370719
9015,97942.3922834,19.94,399794.790659
9016,97954.2380668,20.005,399852.861229
9017,97966.5673488,20.07,399912.445365
9018,97979.3275002,20.135,399973.376221
9019,97992.6050323,20.2,400035.936508
9020,98006.2717516,20.265,400099.649195
9021,98020.3173082,20.33,400164.466733
9022,98034.736999,20.395,400230.378295
9023,98049.5125425,20.46,400297.349208
9024,98064.5936954,20.525,400365.2054
9025,98080.0743759,20.59,400434.312465
9026,98095.809398,20.655,400504.134206
9027,98111.9038636,20.72,400575.054884
9028,98189.8669137,20.785,400890.168094
9029,98120.4926011,20.85,400623.110167
9030,98171.4729657,20.915,400831.910316
9031,98178.7954208,20.98,400862.455282
9032,98191.4313447,21.045,400915.968558
9033,98205.2090211,21.11,400973.852416
9034,98219.3749184,21.175,401033.589066
9035,98233.9800762,21.24,401095.240622
9036,98248.7859276,21.305,401157.829686
9037,98264.0052698,21.37,401222.146561
9038,98279.5380046,21.435,401287.70151
9039,98295.3426462,21.5,401354.270794
9040,98311.3487824,21.565,401421.616462
9041,98390.8772828,21.63,401748.793438
9042,98605.5903706,21.695,402626.070362
9043,98831.3779056,21.76,403545.798184
9044,99056.9680449,21.825,404466.629082
9045,100031.542912,21.89,408434.433835
9046,99205.2047216,21.955,405068.272904
9047,99906.18994,22.02,407958.975209
9048,100042.671946,22.085,408503.320036
9049,100257.769032,22.15,409390.954956
9050,100480.771954,22.215,410307.668232
9051,100704.449795,22.28,411228.261177
9052,100928.700986,22.345,412152.069628
9053,101153.752827,22.41,413079.840329
9054,101290.924733,22.475,413650.02301
9055,101523.123132,22.54,414610.002623
9056,102523.027113,22.605,418684.398807
9057,101707.695577,22.67,415374.410212
9058,102431.052808,22.735,418360.862537
9059,102647.374699,22.8,419234.987641
9060,102696.104672,22.8466666667,419442.041802
9061,102833.662405,22.8933333333,420014.823535
9062,102989.977325,22.94,420661.283116
9063,103153.940575,22.9866666667,421338.823445
9064,103323.105811,23.0333333333,422038.22027
9065,103498.019206,23.08,422761.71199
9066,104474.699779,23.1266666667,426734.709365
9067,103562.834876,23.1733333333,423037.90993
9068,104209.85506,23.22,425713.899604
9069,104303.564562,23.2666666667,426087.711085
9070,104477.460981,23.3133333333,426810.783054
9071,104658.321185,23.36,427558.417125
9072,104840.793204,23.4066666667,428313.584827
9073,105024.016372,23.4533333333,429072.585166
9074,106040.143719,23.5,433202.452029
9075,105109.240372,23.5466666667,429435.109653
9076,105761.555039,23.5933333333,432134.61713
9077,105862.859091,23.64,432540.279581
9078,106040.176121,23.6866666667,433278.407517
9079,106226.769202,23.7333333333,434049.818903
9080,106414.638564,23.78,434827.172813
9081,107467.893357,23.8266666667,439102.17138
9082,106514.44561,23.8733333333,435247.673589
9083,107199.98543,23.92,438078.575552
9084,107293.253585,23.9666666667,438451.652704
9085,107477.95023,24.0133333333,439219.281159
9086,107671.952511,24.06,440019.53658
9087,107867.632144,24.1066666667,440827.05506
9088,108755.863038,24.1533333333,445144.85805
9089,107953.359298,24.2,441191.953401
9090,108706.018952,24.2466666667,444290.864243
9091,108755.863038,24.2933333333,444881.294414
9092,108755.863038,24.34,445855.336407
9093,108755.863038,24.3866666667,446872.86951
9094,108755.863038,24.4333333333,451422.173734
9095,108755.863038,24.48,447640.753019
9096,108755.863038,24.5266666667,450866.618855
9097,108755.863038,24.5733333333,451512.162987
9098,108755.863038,24.62,452534.495682
9099,108755.863038,24.6666666667,453601.475575
9100,108755.863038,24.7133333333,458213.553227
9101,108755.863038,24.76,454483.237624
9102,108755.863038,24.8066666667,457748.738303
9103,108755.863038,24.8533333333,458442.838159
9104,108755.863038,24.9,459507.954027
9105,108755.863038,24.9466666667,462954.972229
9106,108755.863038,24.9933333333,467966.737508
9107,108755.863038,25.04,463911.061127
9108,108755.863038,25.0866666667,466950.458571
9109,108755.863038,25.1333333333,467456.204635
9110,108755.863038,25.18,468334.450152
9111,108755.863038,25.2266666667,473065.006784
9112,108755.863038,25.2733333333,468932.980665
9113,108755.863038,25.32,472033.444211
9114,108755.863038,25.3666666667,472531.820472
9115,108755.863038,25.4133333333,473409.866578
9116,108755.863038,25.46,478309.145476
9117,108755.863038,25.5066666667,473993.451848
9118,108755.863038,25.5533333333,477239.298698
9119,108755.863038,25.6,477711.985014
9120,108755.863038,25.6083333333,478540.350281
9121,108755.863038,25.6166666667,484167.287159
9122,108755.863038,25.625,478869.033624
9123,108755.863038,25.6333333333,482104.049664
9124,108755.863038,25.6416666667,482488.903461
9125,108755.863038,25.65,483276.581919
9126,108755.863038,25.6583333333,489830.642694
9127,108755.863038,25.6666666667,483578.753012
9128,108755.863038,25.675,486754.475802
9129,108755.863038,25.6833333333,487109.121703
9130,108755.863038,25.6916666667,494274.816836
9131,108755.863038,25.7,487343.747854
9132,108755.863038,25.7083333333,490472.574238
9133,108755.863038,25.7166666667,490800.636592
9134,108755.863038,25.725,498880.453082
9135,108755.863038,25.7333333333,491013.25475
9136,108755.863038,25.7416666667,494830.358655
9137,108755.863038,25.75,494619.428625
9138,108755.863038,25.7583333333,495447.828297
9139,108755.863038,25.7666666667,504045.854329
9140,108755.863038,25.775,495329.835479
9141,108755.863038,25.7833333333,499944.505758
9142,108755.863038,25.7916666667,499814.28921
9143,108755.863038,25.8,508372.67459
9144,108755.863038,25.8083333333,498810.95235
9145,108755.863038,25.8166666667,504151.628625
9146,108755.863038,25.825,504028.265949
9147,108755.863038,25.8333333333,512888.355013
9148,108755.863038,25.8416666667,502479.37173
9149,108755.863038,25.85,508299.421728
9150,108755.863038,25.8583333333,507857.168202
9151,108755.863038,25.8666666667,518334.068845
9152,108755.863038,25.875,505657.377654
9153,108755.863038,25.8833333333,511056.312076
9154,108755.863038,25.8916666667,510528.470726
9155,108755.863038,25.9,522812.470118
9156,108755.863038,25.9083333333,508330.192988
9157,108755.863038,25.9166666667,515176.780137
9158,108755.863038,25.925,528617.885121
9159,108755.863038,25.9333333333,512325.375526
9160,108755.863038,25.9416666667,521117.960526
9161,108755.863038,25.95,520252.050097
9162,108755.863038,25.9583333333,533463.775713
9163,108755.863038,25.9666666667,516652.845344
9164,108755.863038,25.975,525619.482601
9165,108755.863038,25.9833333333,524774.052014
9166,108755.863038,25.9916666667,538010.930569
9167,108755.863038,26.0,521092.377169
9168,108755.863038,26.0083333333,530121.635022
9169,108755.863038,26.0166666667,541810.229685
9170,108755.863038,26.025,524671.249864
9171,108755.863038,26.0333333333,533727.041775
9172,108755.863038,26.0416666667,532823.466019
9173,108755.863038,26.05,546061.523783
9174,108755.863038,26.0583333333,528969.265233
9175,108755.863038,26.0666666667,538022.072678
9176,108755.863038,26.075,549711.220343
9177,108755.863038,26.0833333333,532471.037641
9178,108755.863038,26.0916666667,541511.083905
9179,108755.863038,26.1,553211.708501
9180,108755.863038,26.11,535940.22609
9181,108755.863038,26.12,544972.968618
9182,108755.863038,26.13,544006.394861
9183,108755.863038,26.14,557266.248901
9184,108755.863038,26.15,540042.153669
9185,108755.863038,26.16,549073.72237
9186,108755.863038,26.17,560801.909183
9187,108755.863038,26.18,543440.768572
9188,108755.863038,26.19,552457.646847
9189,108755.863038,26.2,564189.627437
9190,108755.863038,26.21,546787.75267
9191,108755.863038,26.22,555798.358423
9192,108755.863038,26.23,567540.675908
9193,108755.863038,26.24,550091.215347
9194,108755.863038,26.25,559086.080029
9195,108755.863038,26.26,570829.373941
9196,108755.863038,26.27,553339.31859
9197,108755.863038,26.28,562329.709459
9198,108755.863038,26.29,574084.787449
9199,108755.863038,26.3,556550.516945
9200,108755.863038,26.31,565527.22663
9201,108755.863038,26.32,577283.016375
9202,108755.863038,26.33,559707.574666
9203,108755.863038,26.34,568678.165776
9204,108755.863038,26.35,567586.410574
9205,108755.863038,26.36,580903.307748
9206,108755.863038,26.37,563382.604602
9207,108755.863038,26.38,585240.148098
9208,108755.863038,26.39,566025.854029
9209,108755.863038,26.4,574874.038238
9210,108755.863038,26.41,586381.742725
9211,108755.863038,26.42,568353.470545
9212,108755.863038,26.43,576971.076226
9213,108755.863038,26.44,588429.229974
9214,108755.863038,26.45,570366.180001
9215,108755.863038,26.46,578978.02491
9216,108755.863038,26.47,590441.348398
9217,108755.863038,26.48,572328.305521
9218,108755.863038,26.49,580917.443528
9219,108755.863038,26.5,592372.089866
9220,108755.863038,26.51,574218.269575
9221,108755.863038,26.52,582799.472275
9222,108755.863038,26.53,594668.080806
9223,108755.863038,26.54,576062.886399
9224,108755.863038,26.55,584617.255222
9225,108755.863038,26.56,597045.467198
9226,108755.863038,26.57,577842.4034
9227,108755.863038,26.58,586378.795117
9228,108755.863038,26.59,599209.291867
9229,108755.863038,26.6,579569.431665
9230,108755.863038,26.61,603920.4352
9231,108755.863038,26.62,581300.182349
9232,108755.863038,26.63,589665.266419
9233,108755.863038,26.64,603695.175837
9234,108755.863038,26.65,582781.600409
9235,108755.863038,26.66,591557.190572
9236,108755.863038,26.67,606015.065392
9237,108755.863038,26.68,584307.811814
9238,108755.863038,26.69,593395.40936
9239,108755.863038,26.7,608256.569149
9240,108755.863038,26.7083333333,585797.038981
9241,108755.863038,26.7166666667,613199.81014
9242,108755.863038,26.725,587379.857094
9243,108755.863038,26.7333333333,597359.377241
9244,108755.863038,26.7416666667,612508.207623
9245,108755.863038,26.75,588660.519183
9246,108755.863038,26.7583333333,599210.503608
9247,108755.863038,26.7666666667,614574.833766
9248,108755.863038,26.775,590426.565993
9249,108755.863038,26.7833333333,619439.955302
9250,108755.863038,26.7916666667,592302.699113
9251,108755.863038,26.8,602796.219678
9252,108755.863038,26.8083333333,618655.075155
9253,108755.863038,26.8166666667,593888.610966
9254,108755.863038,26.825,623491.505082
9255,108755.863038,26.8333333333,595742.881078
9256,108755.863038,26.8416666667,606219.671692
9257,108755.863038,26.85,622501.870244
9258,108755.863038,26.8583333333,597235.050011
9259,108755.863038,26.8666666667,607822.916279
9260,108755.863038,26.875,624490.201183
9261,108755.863038,26.8833333333,598791.655758
9262,108755.863038,26.8916666667,634013.118581
9263,108755.863038,26.9,600601.269516
9264,108755.863038,26.9083333333,611097.050001
9265,108755.863038,26.9166666667,628125.265002
9266,108755.863038,26.925,601897.857744
9267,108755.863038,26.9333333333,640609.756805
9268,108755.863038,26.9416666667,603673.408367
9269,108755.863038,26.95,614639.01477
9270,108755.863038,26.9583333333,635419.505197
9271,108755.863038,26.9666666667,605115.484204
9272,108755.863038,26.975,647742.184915
9273,108755.863038,26.9833333333,607083.322097
9274,108755.863038,26.9916666667,618669.591565
9275,108755.863038,27.0,642753.278433
9276,108755.863038,27.0083333333,608602.165886
9277,108755.863038,27.0166666667,654366.62932
9278,108755.863038,27.025,610526.378518
9279,108755.863038,27.0333333333,622501.941258
9280,108755.863038,27.0416666667,649674.549278
9281,108755.863038,27.05,611984.043081
9282,108755.863038,27.0583333333,661822.006075
9283,108755.863038,27.0666666667,613891.111167
9284,108755.863038,27.075,665858.190223
9285,108755.863038,27.0833333333,615587.703972
9286,108755.863038,27.0916666667,628222.176721
9287,108755.863038,27.1,660673.714549
9288,108755.863038,27.1083333333,616968.30798
9289,108755.863038,27.1166666667,672902.945285
9290,108755.863038,27.125,618820.234812
9291,108755.863038,27.1333333333,631782.095137
9292,108755.863038,27.1416666667,666752.665563
9293,108755.863038,27.15,620168.85406
9294,108755.863038,27.1583333333,679526.185638
9295,108755.863038,27.1666666667,622196.088595
9296,108755.863038,27.175,635385.439512
9297,108755.863038,27.1833333333,673792.977205
9298,108755.863038,27.1916666667,623741.547295
9299,108755.863038,27.2,684366.230753
9300,108755.863038,27.2283333333,624046.181115
9301,108755.863038,27.2566666667,688729.284997
9302,108755.863038,27.285,626220.826304
9303,108755.863038,27.3133333333,639557.90749
9304,108755.863038,27.3416666667,683703.426585
9305,108755.863038,27.37,628211.071479
9306,108755.863038,27.3983333333,696807.052396
9307,108755.863038,27.4266666667,630543.328575
9308,108755.863038,27.455,700581.414764
9309,108755.863038,27.4833333333,632712.270369
9310,108755.863038,27.5116666667,650290.251871
9311,108755.863038,27.54,695437.214783
9312,108755.863038,27.5683333333,634750.810923
9313,108755.863038,27.5966666667,708584.894938
9314,108755.863038,27.625,637111.111123
9315,108755.863038,27.6533333333,658447.051527
9316,108755.863038,27.6816666667,702963.953531
9317,108755.863038,27.71,639173.893839
9318,108755.863038,27.7383333333,716233.693119
9319,108755.863038,27.7666666667,641573.864795
9320,108755.863038,27.795,720585.686768
9321,108755.863038,27.8233333333,643811.478084
9322,108755.863038,27.8516666667,669884.134856
9323,108755.863038,27.88,715211.847914
9324,108755.863038,27.9083333333,645934.128075
9325,108755.863038,27.9366666667,729289.644779
9326,108755.863038,27.965,648374.910227
9327,108755.863038,27.9933333333,733236.339599
9328,108755.863038,28.0216666667,650637.811244
9329,108755.863038,28.05,682007.838267
9330,108755.863038,28.0783333333,727487.942223
9331,108755.863038,28.1066666667,652697.923012
9332,108755.863038,28.135,742002.366616
9333,108755.863038,28.1633333333,655063.409915
9334,108825.697677,28.1916666667,745618.41696
9335,108755.863038,28.22,657257.913671
9336,108755.863038,28.2483333333,693601.599013
9337,108755.863038,28.2766666667,739774.085884
9338,108755.863038,28.305,659236.829145
9339,109360.990308,28.3333333333,754026.041955
9340,108755.863038,28.3616666667,661603.587317
9341,109636.733336,28.39,758370.800297
9342,108755.863038,28.4183333333,663935.455191
9343,109899.601135,28.4466666667,762526.316423
9344,108755.863038,28.475,667753.998704
9345,108755.863038,28.5033333333,709047.325137
9346,109747.414175,28.5316666667,756188.153628
9347,108755.863038,28.56,671506.303001
9348,110590.985114,28.5883333333,770731.44897
9349,108755.863038,28.6166666667,675371.215145
9350,110803.683903,28.645,774957.597369
9351,108755.863038,28.6733333333,679317.567762
9352,108755.863038,28.7016666667,720769.555904
9353,110489.008396,28.73,768761.980517
9354,108755.863038,28.7583333333,683197.010479
9355,111153.387714,28.7866666667,783415.277688
9356,108755.863038,28.815,687149.071732
9357,111401.49937,28.8433333333,787747.225306
9358,108755.863038,28.8716666667,691162.953282
9359,108755.863038,28.9,733142.865367
9360,112615.895333,28.9083333333,781657.657016
9361,108755.863038,28.9166666667,695027.489553
9362,111904.6739,28.925,796439.212913
9363,108755.863038,28.9333333333,699156.884112
9364,112193.948677,28.9416666667,800880.999963
9365,108755.863038,28.95,703304.083317
9366,112482.023461,28.9583333333,805366.102566
9367,108755.863038,28.9666666667,707461.794906
9368,108818.700653,28.975,750450.39735
9369,113936.405618,28.9833333333,799406.896221
9370,108755.863038,28.9916666667,711564.78055
9371,113042.704522,29.0,814537.199675
9372,108755.863038,29.0083333333,716004.335998
9373,113366.226044,29.0166666667,819448.278442
9374,108864.742266,29.025,720760.532825
9375,109711.889859,29.0333333333,764813.232232
9376,115028.1264,29.0416666667,814327.516657
9377,109027.622706,29.05,725779.693293
9378,114034.761156,29.0583333333,830215.959894
9379,109561.715578,29.0666666667,730779.17895
9380,114389.703465,29.075,835554.508957
9381,109935.121449,29.0833333333,735829.611909
9382,114746.283488,29.0916666667,841012.677816
9383,110309.598811,29.1,740939.130339
9384,111050.694864,29.1083333333,786176.052087
9385,116652.66166,29.1166666667,836239.548517
9386,110487.167034,29.125,746414.986343
9387,116984.383573,29.1333333333,852647.729349
9388,110993.031944,29.1416666667,751718.657645
9389,117376.814168,29.15,858346.884854
9390,111406.840772,29.1583333333,756926.809595
9391,112060.630974,29.1666666667,802670.027335
9392,117889.405752,29.175,852752.145798
9393,111701.946732,29.1833333333,762077.150425
9394,118248.481827,29.1916666667,868909.446291
9395,112319.660096,29.2,767055.624067
9396,118720.97702,29.2083333333,874251.989696
9397,112795.367023,29.2166666667,772141.446834
9398,113426.976608,29.225,818287.411476
9399,119426.861548,29.2333333333,868699.713315
9400,113174.817939,29.2416666667,777546.257237
9401,120033.522313,29.25,885855.71531
9402,113841.264302,29.2583333333,782668.610505
9403,120424.969202,29.2666666667,891518.892011
9404,114364.323197,29.275,787886.439354
9405,114928.555844,29.2833333333,834422.536392
9406,121124.794838,29.2916666667,885526.83879
9407,114757.081194,29.3,793450.543086
9408,121779.967073,29.3083333333,903553.791348
9409,115454.262636,29.3166666667,798666.060242
9410,122174.389493,29.325,909243.866214
9411,115996.962053,29.3333333333,804014.572533
9412,116480.739627,29.3416666667,850963.322507
9413,122937.164791,29.35,903389.767051
9414,116409.384866,29.3583333333,809762.83077
9415,123584.592743,29.3666666667,921562.840532
9416,117128.947965,29.375,815050.675438
9417,123995.525611,29.3833333333,927438.745273
9418,117689.379982,29.3916666667,820470.228303
9419,118069.434099,29.4,867810.465009
9420,124775.000857,29.4,921154.110262
9421,118094.686344,29.4,826350.537021
9422,125630.236353,29.4,939622.195501
9423,118757.11011,29.4,831207.246637
9424,126101.876785,29.4,945109.44396
9425,119224.274699,29.4,836214.750003
9426,119473.164512,29.4,883737.716327
9427,126429.895821,29.4,938304.619571
9428,119542.647448,29.4,841410.488724
9429,126979.370335,29.4,956335.967555
9430,120210.089856,29.4,846261.809391
9431,121926.27735,29.4,894166.494945
9432,127441.82119,29.4,949286.946048
9433,120490.982615,29.4,851537.758442
9434,128026.903558,29.4,967502.424417
9435,121174.448419,29.4,856369.874226
9436,128628.313411,29.4,974609.557079
9437,121800.71592,29.4,863105.034628
