,tout,s,i,ext,hvac,storage,t1,t2,t3,t4,t5,t6,hsp0,m,rh,tdis,twater,mwa
0,24.975,0.0,335.774098251,3155.65708926,-18392.3193626,-8141.49720657,23.2599470033,23.4851465737,23.6522855239,23.7834158069,24.8012574105,23.7904809836,23.0,1.905260322,0.0,13.8324692269,82.2222222222,0.0
1,24.95,0.0,335.774098251,3890.42203534,120.141511117,-2798.89603466,23.0057657597,23.0166357126,23.0890077296,23.4160122549,24.720181577,23.4746959498,23.0,0.406655162317,4240.13245898,23.2943665653,82.2222222222,0.0286963966432
2,24.925,0.0,335.774098251,3900.1327931,-3624.32768997,46.2713836333,23.0099681831,23.0105925231,23.0112112797,23.0231536227,24.6265810466,23.1592497102,23.01,0.406655162317,683.545929438,14.3021403005,82.2222222222,0.00321747477514
3,24.9,0.0,335.774098251,3869.06757328,-5214.2734919,0.00285641647727,23.0099684426,23.009979701,23.0099967194,23.0103635053,24.5551196103,23.0115805225,23.01,0.653233638982,0.0,15.210550532,82.2222222222,0.0
4,24.875,0.0,335.774098251,3842.50924908,-3987.84716124,107.703820448,23.0197512884,23.0196842316,23.0196773038,23.0197105706,24.4568714884,23.0199391344,23.02,0.560697008822,0.0,16.0703529534,82.2222222222,0.0
5,24.85,0.0,335.774098251,3830.22664186,-4309.71089736,2.20887333812,23.0199519292,23.0199370501,23.0199345983,23.0199653919,24.3718594011,23.0199991964,23.02,0.549514091282,0.0,15.3568659153,82.2222222222,0.0
6,24.825,0.0,335.774098251,3804.08438664,-3930.38164106,107.88016905,23.0297517589,23.0296853411,23.0296940735,23.0297768233,24.3124989178,23.0298927565,23.03,0.511070782588,0.0,15.5155022374,82.2222222222,0.0
7,24.8,0.0,335.774098251,3786.34546991,-4263.86379093,2.53539366977,23.0299820816,23.029975157,23.0299720807,23.0299967359,24.2647783856,23.0299988456,23.03,0.565619185986,0.0,15.6643683629,82.2222222222,0.0
8,24.775,0.0,335.774098251,3771.42526372,-4095.14670907,-0.0220725349857,23.0299800764,23.0299746877,23.0299716231,23.0299942601,24.2282268187,23.0299827358,23.03,0.533340400683,0.0,15.5276927569,82.2222222222,0.0
9,24.75,0.0,335.774098251,3739.03021091,-3897.10341853,107.597385007,23.0397555071,23.0396910044,23.0396999997,23.0397798582,24.2025837655,23.0398933077,23.04,0.507657627458,0.0,15.5391119001,82.2222222222,0.0
10,24.725,0.0,335.774098251,3720.39972584,-4197.22436902,2.49362749128,23.0399820656,23.0399760987,23.0399736033,23.0399972583,24.1786699539,23.0399988685,23.04,0.555224432934,0.0,15.6538067791,82.2222222222,0.0
11,24.7,0.0,335.774098251,3689.42402102,-3814.58692942,107.601462227,23.0497588373,23.0496942731,23.0497037019,23.0497826553,24.1634584484,23.0498974309,23.05,0.492343587384,0.0,15.4796162561,82.2222222222,0.0
12,24.675,0.0,335.774098251,3671.49916537,-4146.28417018,2.72120564712,23.0500060967,23.050006467,23.0500031837,23.0500207371,24.1482784902,23.049998926,23.05,0.548794556428,0.0,15.6680794139,82.2222222222,0.0
13,24.65,0.0,335.774098251,3642.5045641,-3767.56721325,107.365632927,23.059762396,23.0596984505,23.0597080933,23.0597855866,24.1401604693,23.0598992227,23.06,0.485596682943,0.0,15.4791743683,82.2222222222,0.0
