,p0,m0,p1,m1,p2,m2,p3,m3
559,18165.6258026,12.3310742259,140697.666958,100.584214988,13968.8681451,10.4055302937,4429.99717321,3.10475997732
560,19180.3727715,12.7220219843,150285.287607,104.470204195,14894.6411774,10.7982273399,4711.48398624,3.3020397852
561,17125.4984356,11.9200704323,130877.192904,96.4784305608,13061.542579,10.0090539316,4208.60961654,2.94960068521
562,18370.9078836,12.4109341766,142557.698015,101.34717706,14156.7391741,10.4861515705,4459.96095995,3.1257600733
563,19393.2067179,12.8028390737,152224.262459,105.242456465,15090.4285477,10.879850993,4741.78147189,3.32327375379
564,17325.6062027,11.999993595,132675.87276,97.2405432672,13243.9388744,10.0897350113,4238.47902868,2.97053463883
565,18583.6478193,12.4932757553,144487.519507,102.134059785,14351.6128959,10.5692682907,4489.92127352,3.14675773511
566,19610.3756747,12.8848961258,154202.687591,106.0259026,15290.3886174,10.9627229545,4771.9853006,3.344442083
567,17523.530349,12.0786384127,134451.313927,97.9882583258,13424.5560612,10.1691338716,4268.16236775,2.99133818329
568,18789.6605325,12.5726132943,146350.392267,102.889186613,14540.5066615,10.6493489957,4519.76342222,3.16767258117
569,19820.8288995,12.9640306822,156114.522534,106.778725548,15484.3578311,11.0426468118,4802.16673218,3.36559471519
570,17704.6018163,12.1502388623,136030.624404,98.6496471048,13586.8470559,10.2400644291,4297.90743926,3.01218499287
571,18965.8691219,12.6401654598,147848.268387,103.49324138,14695.1327348,10.7145529184,4549.63400651,3.18860735629
572,19988.2542734,13.0267193763,157489.065818,107.317439437,15627.6900006,11.1014167263,4832.26751062,3.3866908217
573,17860.854953,12.2117622679,137290.725757,99.1748822021,13718.8480221,10.2974738073,4327.46565062,3.03290084168
574,19133.651069,12.7042274689,149220.22548,104.044116348,14837.9563986,10.774505287,4579.34229903,3.20942838935
575,20160.3845197,13.0909268709,158904.286388,107.869909127,15775.093049,11.1616033866,4862.32101056,3.40775379311
576,18016.7674856,12.2729118731,138547.9493,99.6967618878,13850.8892941,10.3546509436,4357.08174904,3.05365726058
577,19294.3443284,12.7653485535,150521.840252,104.564655713,14974.4377093,10.8315525405,4609.05744426,3.23025422513
578,20322.7533348,13.151270361,160220.41941,108.381732291,15913.4138274,11.2178520174,4892.29314159,3.42875973718
579,18164.3600924,12.3305805845,139720.193223,100.181451978,13975.16475,10.4082402785,4386.54134842,3.07430399725
580,20906.9005815,13.3666166219,165523.999749,110.425495481,16411.8391132,11.4187393801,4975.60701735,3.4871502004
581,18256.3678121,12.3664246648,140420.406885,100.470099432,14055.9163619,10.4429459755,4415.28548803,3.09444930452
582,19612.354546,12.8856419752,153090.319216,105.58596692,15240.6474822,10.9421539708,4667.10579102,3.27093736255
583,20643.6053012,13.2698874387,162828.672391,109.390538421,16185.3861064,11.3278134993,4950.91628812,3.46984572256
584,18461.1245349,12.4459045226,142090.215137,101.155843751,14223.7505371,10.5147909935,4444.17878197,3.11469914648
585,19763.9326007,12.9426735723,154301.103363,106.064757145,15370.4439919,10.9957643114,4696.52433326,3.29155532436
586,20803.9628994,13.3288641202,164112.329974,109.884382527,16321.4365782,11.3825087296,4980.62090835,3.4906641819
587,18605.9526039,12.5018844392,143226.847733,101.620560206,14345.2236866,10.5665513118,4473.51348431,3.13525834916
588,19916.4513266,12.9998630676,155509.14908,106.54079526,15499.3149521,11.0487910304,4726.04632489,3.3122457886
589,20959.7581451,13.385970181,165350.924503,110.359263965,16453.6670951,11.4354724813,5010.53077472,3.51162648784
590,18748.7409696,12.5568857889,144339.461883,102.073857044,14465.3251192,10.6175327414,4502.89881061,3.15585303161
591,21558.8747236,13.6038429743,170782.843732,112.423469052,16965.0716972,11.6385370346,5094.07004642,3.57017491962
592,18839.2826689,12.5916651573,145018.018908,102.349543092,14545.1007577,10.6512907702,4531.78009999,3.17609446019
593,20230.8991509,13.1171596638,158018.087039,107.524215264,15762.0249372,11.156277748,4784.16274032,3.35297663189
594,21274.3399408,13.5007086704,167875.590926,111.3223598,16719.9836889,11.5415669509,5069.34563496,3.55284683562
595,18996.14468,12.6517438127,146177.781996,102.819399762,14665.2452951,10.7019739926,4560.79346135,3.1964284513
596,20329.0484098,13.1536055724,158652.387753,107.771734649,15838.02333,11.1872215868,4813.7551144,3.37371642361
597,21383.8852425,13.54048697,168605.896982,111.59975093,16804.438261,11.5750532294,5099.30135274,3.57384127647
598,19136.9885144,12.7054992165,147259.04203,103.255950128,14782.7691908,10.7513706382,4590.30422767,3.21711104828
599,21991.5700462,13.7595343728,174109.723788,113.673358715,17323.3311302,11.779162304,5183.16015493,3.63261365095
600,19224.8727273,12.7389523677,147909.867735,103.518023993,14860.4751409,10.7839340578,4619.44414353,3.23753373501
601,20648.5131923,13.271695481,161196.049512,108.759931317,16105.3572698,11.2955437145,4872.15767803,3.41464781364
602,21704.3292575,13.6563328306,171166.566833,112.568179024,17075.3677167,11.6819712416,5158.2312824,3.61514227056
603,19433.9908862,12.8182804066,149582.451598,104.189180451,15030.0040108,10.8547112543,4648.26333696,3.25773164369
604,20793.8891773,13.3251651296,162323.12301,109.195570043,16228.9421032,11.3453463386,4901.55230901,3.43524901726
605,21861.160068,13.7127541689,172388.30378,113.027965935,17207.2054839,11.733724061,5188.04275574,3.63603561782
606,19575.9936084,12.8719319523,150667.443071,104.622759479,15148.4593592,10.9039521341,4677.64007994,3.27832031052
607,22481.7260178,13.9342765806,178000.375949,115.121710161,17736.6753654,11.9398032222,5272.0039748,3.69487977108
608,19658.1569055,12.9028958321,151258.258552,104.85827104,15221.0466583,10.9340403207,4706.73743422,3.29871316801
609,21105.5153599,13.4392268246,164765.613204,110.135051441,16487.6048416,11.449035108,4959.88692999,3.47613278974
610,22174.4791319,13.8249410517,174862.856175,113.954832772,17471.1478619,11.8368041801,5247.02335278,3.6773721221
611,19867.8351155,12.9816548022,152939.775146,105.526317995,15392.0955938,11.0046872793,4735.66607679,3.31898778403
612,21255.2629801,13.4937721504,165930.542176,110.580948004,16615.6869525,11.5001084316,4989.47860594,3.49687209217
613,22335.0864702,13.8821768175,176117.317858,114.422483492,17606.966138,11.8895752893,5276.99046539,3.69837454902
614,20011.5575721,13.0354262411,154037.327941,105.960593667,15512.5832485,11.0542392649,4765.1568906,3.33965639731
615,22969.2597922,14.1064260772,181850.944807,116.541417212,18148.6184276,12.0982443264,5361.22136338,3.75740770654
616,20092.1454848,13.0655018099,154612.240379,106.187521294,15584.2406527,11.0836270833,4794.53911821,3.36024890804
617,21567.61283,13.6070006864,168373.770513,111.511640601,16875.7899214,11.6032854677,5048.13174878,3.53797910044
618,22646.3126219,13.9925747197,178559.863885,115.328830708,17869.2179281,11.9909591287,5336.29783564,3.73994007204
619,20302.011077,13.1435735714,156294.103559,106.84922716,15755.9428247,11.1537984318,4823.56352354,3.38059063931
620,23297.3255428,14.2213630654,184445.431407,117.490528619,18425.4849969,12.2038322676,5420.72299697,3.79910937888
621,20385.8511865,13.1746625454,156894.689156,107.084748552,15830.9821822,11.1843574928,4853.05693256,3.40126107145
622,21881.7550405,13.7201501014,170838.80297,112.444581422,17139.5250813,11.7071784237,5106.94222743,3.57919637739
623,22966.3637835,14.1054082647,181089.518207,116.261740417,18141.0231308,12.0953376423,5395.77589886,3.78162522511
624,20593.2469421,13.2513246481,158540.900452,107.728261627,15999.1476602,11.2526056861,4882.1269182,3.42163474765
625,23619.223275,14.3334497243,186993.017134,118.416768948,18698.7746275,12.3073649888,5480.30516186,3.8408674915
626,20670.4535062,13.2797758525,159081.820803,107.93905937,16068.485712,11.2806518748,4911.57026402,3.44227009303
627,22186.9494495,13.8293916424,173220.903136,113.340477991,17396.9294593,11.8078897183,5165.65475207,3.62034500335
628,23281.3324008,14.2157764756,183565.244106,117.169204101,18407.3593607,12.1969414657,5455.07490387,3.82318488536
629,20880.3674942,13.3568934791,160723.70827,108.576957863,16236.9076506,11.3485504685,4940.38457436,3.46246457939
630,23952.2725164,14.448715763,189629.489525,119.369489724,18981.6311582,12.4138151091,5539.69427729,3.88249030558
631,20976.5015989,13.3920962106,161490.546181,108.8738913,16328.0902683,11.3851783965,4970.01025598,3.48322771467
632,22521.0822459,13.9482339912,175914.990622,114.347157915,17684.2234657,11.9195118471,5224.41699546,3.66152847465
633,23633.330518,14.3383465531,186486.470065,118.233045995,18717.7239772,12.3145186759,5514.53647553,3.86485848032
634,21213.8519865,13.4787053268,163501.968446,109.649781579,16532.7142235,11.4670429122,4998.93978342,3.50350295085
635,24321.0074855,14.5755156315,192754.368527,120.491183406,19311.0573505,12.5369060263,5599.33566983,3.92428992786
636,21306.2078947,13.5122899509,164228.145033,109.928853819,16620.5512964,11.5020446242,5028.68754156,3.52435164336
637,22875.6200668,14.0734874015,178894.043219,115.452405883,17999.948449,12.0412499833,5283.33235929,3.70281926029
638,23995.2207882,14.4635285433,189514.007653,119.327881604,19038.7189463,12.4352137211,5574.04282688,3.9065634591
639,21550.5665521,13.6008401041,166282.248936,110.715296098,16829.2461281,11.5848752213,5057.43486656,3.5444991831
640,24697.1447801,14.7039964744,195923.181554,121.620513011,19645.9012234,12.6610691227,5658.87018391,3.96601464446
641,21640.8420207,13.633441513,166990.022963,110.985275762,16915.7804363,11.6190854247,5087.1560743,3.56532926779
642,23230.2095119,14.197907334,181849.166025,116.540764458,18313.8868423,12.1613580174,5342.1107685,3.74401406139
643,24354.5298596,14.5870013348,192519.729497,120.407237426,19358.4517171,12.5545380262,5633.52492628,3.9482514409
644,21880.3020179,13.7196284022,168995.589953,111.747549182,17120.0049809,11.6995135286,5115.99565999,3.58554146836
645,25066.4461944,14.8293122231,199023.6708,122.717756289,19974.8380222,12.782130888,5718.54799733,4.00783979228
646,21973.4775929,13.7530516441,169730.818919,112.025986974,17209.5699697,11.7346506151,5145.87216525,3.60648039319
647,25270.5886678,14.898238074,200746.551855,123.324232659,20151.9521896,12.8469499235,5748.41622091,4.0287729129
648,22140.8616426,13.8129376426,171117.536521,112.549696697,17356.2644972,11.7920238205,5175.22114095,3.62704959935
649,23767.2716026,14.384775691,186329.907758,118.17621688,18788.1550064,12.3410793208,5430.58856289,3.80602365286
650,24903.4377211,14.7740984405,197122.597072,122.045875803,19845.8502683,12.7347644209,5722.96018981,4.01093207385
651,22386.5134294,13.9004654917,173173.587105,113.322736019,17565.354093,11.8734266539,5203.9507647,3.64718473318
652,25630.1187974,15.0190402358,203764.360465,124.381071814,20475.5379725,12.9647257178,5808.11330011,4.07061156313
653,22472.9772604,13.9311724325,173843.858344,113.573865992,17649.1923783,11.9059448545,5233.8891478,3.66816702504
654,24121.7764301,14.5071099016,189275.389683,119.241872171,19102.6317514,12.4591367822,5489.57492574,3.84736419811
655,25269.3870597,14.8978330807,200181.887076,123.125715615,20172.1484312,12.8543251494,5782.65671427,4.0527703353
656,22727.5823065,14.0212923686,175987.718447,114.374238591,17867.1900653,11.990177737,5262.73517727,3.68838374174
657,26013.798487,15.1471445246,206995.405747,125.505021482,20818.4620522,13.088644965,5868.03258359,4.11260594505
658,22816.0498875,14.0525021281,176677.424217,114.630809194,17953.3034454,12.0233248359,5292.85090039,3.70949032221
659,26216.4615782,15.2144781942,208698.091219,126.09423046,20994.1605139,13.1517859014,5898.11269904,4.13368756993
660,22976.346788,14.1089165888,177982.930027,115.115247114,18092.4752471,12.0767457589,5322.40817719,3.73020551603
661,24696.6524323,14.7038288603,194084.141003,120.966085318,19609.6387245,12.6476682607,5578.51219393,3.90969581142
662,25840.7425772,15.0894666677,204966.440912,124.800131173,20678.2840272,13.0381000196,5872.53626459,4.11576234628
663,23250.4652754,14.2049894593,180276.627177,115.962586478,18323.9786206,12.1652036829,5351.13273014,3.750337096
664,26594.5262868,15.3394857379,211840.929286,127.176314173,21329.6482348,13.2717060091,5958.03819362,4.17568630489
665,23333.4204504,14.2339652441,180898.219254,116.191393509,18403.4261546,12.1954457841,5381.30675439,3.77148453677
666,26797.7842116,15.4063739102,213527.155961,127.753997191,21503.3554583,13.3334706761,5988.15674161,4.19679486518
667,23493.8802477,14.2898848115,182197.54332,116.668553721,18542.0651215,12.2480804193,5410.90759391,3.79223026148
668,25212.1999024,14.8785488306,198281.68007,122.455857158,20057.79474,12.8125223861,5667.51927842,3.97207635543
669,26374.9343227,15.2669721985,209340.466509,126.315976501,21144.3873754,13.205588272,5962.6295115,4.17890412636
670,23739.4894669,14.3751547912,184217.335496,117.407324121,18747.2386185,12.3256545147,5439.84162459,3.81250865376
671,27139.8351576,15.5184408768,216322.399391,128.707255836,21806.2697913,13.4406536147,6048.46672192,4.23906306666
672,23817.1970116,14.4020523707,184789.014098,117.615774587,18822.3364962,12.3539537242,5470.27371857,3.8338369625
673,25561.3714922,14.9959985788,201122.557219,123.456287736,20362.6602625,12.9237357184,5727.14007096,4.01386154021
674,26734.7236049,15.3856455636,212285.68424,127.328876505,21460.1631249,13.3181334908,6022.85885943,4.2211158167
675,24071.77199,14.4899021186,186893.917011,118.380842934,19036.2059338,12.434272352,5499.03685434,3.8539955832
676,27511.0122581,15.6393596259,219330.615234,129.727172198,22132.4254792,13.5553299507,6108.72916834,4.28129795406
677,24142.2436431,14.5141486735,187450.92729,118.582662799,19104.9193313,12.4599923811,5529.46215057,3.87531912774
678,27710.4156443,15.7040275635,220697.970815,130.188752775,22302.4089118,13.6148014253,6139.07012186,4.30256238708
679,24301.9531184,14.5689839816,189079.639349,119.171278652,19242.9700984,12.5115420288,5559.28491367,3.89622038742
680,26084.2069528,15.17056314,205121.401552,124.854073942,20817.1648833,13.0881779266,5816.66766485,4.07660688282
681,27270.1351298,15.560970021,216747.41658,128.85172793,21928.4140397,13.483687356,6113.47398081,4.28462335208
682,24567.6210918,14.659851126,190873.052525,119.81684094,19465.9749354,12.5944686683,5588.2502864,3.91652074574
683,28014.5533804,15.8022749694,223164.820686,131.018359804,22620.6747639,13.7256189067,6199.67320226,4.34503600753
684,24713.0313368,14.7094040833,192484.424563,120.394602612,19534.9411192,12.6200289435,5618.93286899,3.93802460922
685,28172.0416513,15.8529680026,224358.765575,131.418455487,22793.9805738,13.7856746334,6230.18220581,4.36641821827
686,24879.7595376,14.7660651098,193599.253222,120.793083398,19673.0085542,12.6710795116,5648.81191838,3.9589653171
687,28327.372537,15.902846763,224449.313711,131.448760784,22954.9017973,13.8412596035,6260.6086332,4.38774255558
688,25091.4635163,14.8377721187,195444.151487,121.450309624,19816.9647883,12.7241385039,5678.74224994,3.97994196604
689,26722.4418212,15.3816060082,210449.973269,126.698276427,21438.3324453,13.3103764483,5936.70149668,4.1607324979
690,27600.5435161,15.6684202737,217541.509512,129.121326435,22568.217558,13.7074011093,6234.87610356,4.36970793276
691,25336.1077339,14.9203080917,197365.83477,122.131999359,20049.8229992,12.8096043313,5707.64441027,4.00019802201
692,28072.0125997,15.8207844429,221836.572062,130.57216474,23284.2088291,13.9544781251,6321.31657308,4.43028966671
693,25524.5985456,14.983662498,198944.712928,122.689907054,20120.3352228,12.8353975216,5738.51141861,4.02183114013
694,28228.6136378,15.8711477271,223329.924164,131.073741901,23467.0615132,14.0170415643,6352.06093765,4.45183683004
695,25706.8627809,15.0447302876,200415.145604,123.207751137,20267.003746,12.888920584,5768.7206873,4.04300328194
696,27266.4198666,15.559758603,214979.916599,128.250104478,21925.7789682,13.4827600854,6027.2240784,4.22417517693
697,27455.3897907,15.6212846824,216518.498168,128.773929189,23068.0577932,13.8802433721,6326.4225724,4.43386820226
698,25968.209765,15.1319665011,202447.66818,123.920813838,20508.8148809,12.9767906804,5797.66726946,4.0632904709
699,27815.859887,15.7381424357,219959.02693,129.939461106,23805.3720721,14.132235496,6412.97908855,4.4945312674
700,26172.7119131,15.199961844,204144.702071,124.513780064,20579.0107896,13.0022127307,5828.57397759,4.08495141259
701,27945.351807,15.7799610956,221259.849738,130.378066722,23991.7260871,14.1953828627,6443.74025196,4.51609020419
702,26250.1185866,15.2256385793,204083.764762,124.492525189,20726.7203046,13.055582091,5858.78759508,4.10612660225
703,27535.9801192,15.6474679733,216724.838695,128.844056346,22420.482683,13.6559942659,6117.63868576,4.28754218222
704,27068.8077844,15.4952206644,213239.224892,127.655496329,23571.5906183,14.052710574,6417.77538814,4.49789275014
705,26652.5718805,15.3586099852,207943.088304,125.833224244,20969.7464854,13.1430262066,5887.53174798,4.12627191883
706,27584.6397218,15.6632611006,218230.689099,129.354959395,24330.575374,14.3096579556,6504.5263044,4.55869206044
707,26509.0237411,15.311282192,206195.440564,125.22746491,21042.4926542,13.1691141021,5918.53074383,4.14799754029
708,27723.1048799,15.7081359422,219751.814207,129.869490052,24523.0689744,14.3742660732,6535.36796582,4.58030741419
709,26384.7257087,15.2702110829,204968.773372,124.800943249,21193.1975599,13.2230328506,5948.85736478,4.16925192834
710,27390.1712049,15.6000711859,215831.610483,128.540272736,22925.660992,13.8311720611,6208.25039505,4.35104732624
711,27111.3013252,15.5091157908,213485.225456,127.739656421,24086.9239989,14.2275586329,6509.5153072,4.56218859907
712,26888.7843596,15.4362488266,210175.598436,126.603817838,21439.558641,13.3108122417,5977.8542127,4.18957434602
713,27485.8317187,15.6311789816,217495.366806,129.10567249,24820.2274997,14.4735711825,6596.62626679,4.62324024546
714,26548.7112334,15.3243782672,206661.716459,125.389301479,21575.0873709,13.358912027,6009.13671008,4.2114986593
715,27619.128104,15.6744474623,218988.505913,129.611490256,24981.7263463,14.5273239877,6627.66730262,4.64499533061
716,26393.7608784,15.2731993554,205178.120648,124.873813758,21741.9133473,13.4179369305,6039.54418033,4.23280971051
717,27673.2258596,15.6919819771,219584.896934,129.813104998,25131.9018595,14.577172391,6658.63292149,4.66669755984
718,26311.5884086,15.2460054073,204470.759228,124.627461354,21936.5089433,13.4865356119,6070.00119489,4.25415548483
719,27329.8333151,15.5804257185,215521.689076,128.434741733,23546.6579522,14.0442089671,6329.99667228,4.4363731073
720,26380.9316396,15.268956108,205124.040903,124.854992562,21895.9208406,13.472249707,5964.81312504,4.18043451016
721,25344.2382498,14.9230451076,193489.641487,120.753948919,19833.7013249,12.7302961028,5418.32537314,3.79742900612
722,27082.6389606,15.4997444121,212585.980183,127.431806874,23045.3977228,13.8724433964,6039.23342482,4.23259191777
723,25498.0313896,14.9747452913,194652.456918,121.168611802,19832.2066261,12.7297462765,5445.84137502,3.81671357405
724,27266.819329,15.5598888572,214538.613482,128.099557552,23234.5838616,13.9374617555,6066.62981391,4.25179265516
725,25568.2305742,14.9982987123,195527.173171,121.479821034,19968.0488144,12.7796411631,5472.70578553,3.83554147468
726,26864.9528498,15.4284293036,209622.185841,126.413131434,21652.562275,13.3863484288,5733.33386284,4.0182024543
727,26400.4790116,15.2754210079,205293.542127,124.913976259,22797.6146194,13.7869317916,6035.2695745,4.22981385644
728,25900.4754751,15.1093940241,198051.146748,122.374398737,20196.7743987,12.8633135915,5497.2942585,3.8527742863
729,26927.3781604,15.4489057293,211130.295735,126.932258391,23551.062582,14.0457111558,6120.28277837,4.28939529241
730,25779.9438479,15.0691631205,197599.57651,122.214716794,20267.4298487,12.8890758293,5525.74640916,3.87271495334
731,27080.7695257,15.4991330366,212813.406258,127.509717954,23741.8973444,14.1106773442,6148.58620977,4.30923172968
732,25655.6841004,15.0276019424,196527.129325,121.834840528,20413.7602984,12.9423044204,5553.54386185,3.89219677584
733,27113.8265404,15.5099412231,213045.934015,127.58933923,23900.137517,14.1643743222,6177.02859732,4.32916555425
734,25604.3333602,15.0104010346,196174.393351,121.709697624,20596.494854,13.0085387664,5581.59822443,3.91185865342
735,26754.6006415,15.3921815377,208678.7885,126.087562609,22306.6377121,13.616278395,5843.33468451,4.09529644223
736,26411.8915296,15.2791945062,205593.313558,125.01823977,23501.4254408,14.0287754031,6146.94693247,4.30808284349
737,26241.3771085,15.2227405765,202784.24901,124.038592133,20843.5510722,13.0976755982,5607.21865042,3.9298147085
738,26848.5875708,15.4230578335,210238.253828,126.625392851,24222.6843707,14.2733481278,6232.59885908,4.36811192778
739,25878.9759016,15.1022239088,198978.378356,122.701781782,21022.6634058,13.1620069817,5636.37945598,3.95025203577
740,27001.8469313,15.4733056552,211909.087444,127.199703224,24346.1444766,14.3148918026,6261.71048789,4.38851478956
741,25724.2928084,15.050560329,197468.027239,122.168168912,21233.044178,13.2372607445,5665.00419857,3.97031366372
742,26701.1842225,15.3746123447,208199.493582,125.92191048,22801.7270834,13.7883543474,5927.36994618,4.15419248819
743,26472.3726209,15.2991804867,206254.972935,125.248136504,23858.0327092,14.150101754,6232.25983349,4.36787432197
744,26220.5720781,15.215841536,202663.168671,123.996232871,21445.7459725,13.3130110693,5691.20608113,3.98867723217
745,26861.8235693,15.4274023099,210422.214972,126.688722567,24299.2677518,14.2991288829,6318.44472987,4.4282769377
746,25888.5663102,15.1054226339,199182.701553,122.773833333,21725.3165163,13.4120737425,5720.74651217,4.00938061965
747,27013.490679,15.4771181239,212062.64476,127.252385699,24414.1792733,14.337745868,6347.75992784,4.44882247076
748,25745.2906367,15.0575814518,197791.043559,122.282441916,21936.2692548,13.4864512823,5749.53956146,4.02956020522
749,26712.1691955,15.378226658,208357.796307,125.976640886,23334.0745452,13.9715610554,6012.41325028,4.21379501989
750,26777.2000654,15.3996101265,209169.995669,126.257159473,23755.8661922,14.1154237951,6318.27468838,4.42815776425
751,26522.0390019,15.3155779052,205580.200088,125.013680165,22023.2018464,13.5170102491,5775.90022241,4.04803505338
752,27190.3395647,15.5349357051,213626.100381,127.787832586,24131.3570309,14.2425574593,6404.98433171,4.48892814846
753,26218.0604583,15.2150085105,202345.228596,123.884950576,21855.8036506,13.4581180925,5805.87621047,4.06904370064
754,27359.3597626,15.5900416072,215413.316298,128.397824241,24292.6226626,14.2968933102,6434.69722716,4.50975240749
755,26096.614687,15.1746872327,201137.009995,123.461361468,21777.3929522,13.4304642586,5835.05346749,4.0894925579
756,27081.9663501,15.4995244453,211921.170709,127.203849356,23524.25881,14.0365678884,6098.56405359,4.27417374151
757,26844.4414632,15.4216967576,209900.173846,126.508943701,23311.9689149,13.9639901128,6405.57818588,4.48934435069
758,26624.5999312,15.3493963454,206590.750382,125.364680646,22573.3867879,13.7091971498,5861.68106132,4.10815448575
759,27249.4488737,15.5542240427,214196.174129,127.982644191,23979.9871955,14.1914113966,6492.45012443,4.55022847937
760,26312.791404,15.2464037898,203287.758319,124.214623334,22039.6471625,13.522785213,5891.75969548,4.12923507246
761,27420.8965235,15.6100678621,216013.311945,128.602113017,24240.8280027,14.279459147,6522.26817501,4.57112643628
762,26187.0182989,15.204709933,202038.572002,123.777545049,21867.9123596,13.4623846883,5920.99718622,4.14972614447
763,27146.0900118,15.5204844451,212554.42447,127.420993722,23547.9582224,14.044652434,6184.96226143,4.33472585641
764,26921.3668949,15.4469348425,210659.040999,126.770215766,23378.0598112,13.986616204,6492.97990931,4.55059977868
765,26691.1392458,15.3713067466,207259.81684,125.596658632,22624.330203,13.7268877079,5947.5548524,4.16833906358
766,27312.9891813,15.5749380661,214820.224807,128.195642497,24033.5088613,14.209511801,6580.08196565,4.61164518523
767,26386.415995,15.2707701584,204034.254902,124.475254152,22116.1136371,13.5496124434,5977.78435934,4.18952538935
768,27482.2748862,15.6300231775,216611.852291,128.805660244,24304.4720506,14.3008795517,6610.02086253,4.63262783718
769,26258.5304001,15.2284268944,202783.690058,124.038396612,21955.7121841,13.4932905748,6006.70004645,4.20979092554
770,27215.4531043,15.5431328846,213227.493794,127.651481906,23635.0533977,14.0743325479,6272.00584797,4.39573028445
771,26988.0236097,15.4687786102,211340.032794,127.004326473,23468.8449146,14.0176507059,6580.83221694,4.61217099824
772,26767.058244,15.3962767758,208004.80522,125.854575443,22732.6609336,13.7644484983,6034.10095574,4.22899483092
773,27375.9055261,15.5954281054,215444.736966,128.408528613,24129.670531,14.2419883842,6668.28598969,4.67346290497
774,26459.1292542,15.2948059144,204776.674994,124.734048163,22234.6871213,13.591131816,6064.63343054,4.25039349147
775,27546.1413898,15.650766948,217237.931797,129.018310946,24407.4013487,14.335470293,6698.43533398,4.69459304881
776,26340.9781699,15.2557358176,203614.439607,124.328731858,22103.535573,13.5452024062,6094.20377698,4.27111784513
777,27278.120102,15.5635734002,213859.880467,127.867749752,23750.3723982,14.1135572139,6359.05248196,4.45673684829
778,27060.6629636,15.4925562776,212064.698729,127.253090263,23607.3333208,14.0648913562,6669.25440644,4.67414161907
779,26777.9737255,15.3998643858,207976.664049,125.844840242,23228.1665571,13.935260104,6120.85857306,4.28979883766
780,28037.2655399,15.809593251,223276.359905,131.055776324,25354.5438799,14.650837073,7451.39136805,5.22230168334
781,26888.4173934,15.4361284416,210215.083082,126.617414469,23674.2236686,14.0876653119,6860.27678033,4.8080194971
782,28175.8520617,15.8541929946,224799.427959,131.565889637,25498.9398096,14.6984624937,7495.90416922,5.25349844446
783,26901.4674717,15.4404091443,210530.902846,126.726127657,23748.8749608,14.1130484091,6894.17761455,4.83177886966
784,27857.4101277,15.7515700036,220926.134559,130.265653247,24919.8489785,14.5067468376,7159.63566247,5.01782493033
785,27628.0308677,15.6773341053,218970.191012,129.605294981,25056.7408573,14.5522401296,7473.19289031,5.23758126279
786,27426.6367759,15.6119349511,216018.312046,128.603814432,24185.6920897,14.2608824369,6926.68786976,4.85456365603
787,27980.9670113,15.79144811,222731.062391,130.872775655,25317.9792229,14.6387584337,7564.19372624,5.3013591259
788,27167.2224115,15.5273872528,213323.587163,127.684362559,24124.9260584,14.2403873653,6960.83495538,4.87849561369
789,27799.5779346,15.7328783179,220425.334439,130.09681789,24933.1642298,14.5111766649,7226.12214086,5.06442192555
790,27775.5075203,15.7250936674,220489.43183,130.118436419,25149.8684308,14.5831274203,7539.85603939,5.28430207753
791,27434.7484745,15.6145730941,216204.973544,128.66731859,24322.9200714,14.3070839456,6991.8041184,4.90020032684
792,28044.7828848,15.8120149151,223429.732997,131.107213027,25380.4219835,14.6593809783,7630.39913642,5.34775913469
793,27206.718588,15.5402822688,213820.600495,127.854324649,24209.3050697,14.2688405193,7025.77833503,4.9240111294
794,28171.0960712,15.8526640011,224801.565404,131.566604464,25510.41753,14.7022431006,7663.88154577,5.37122525452
795,27121.2782126,15.5123768017,213004.076357,127.575009287,24148.5615974,14.2483617983,7058.64299111,4.94704429734
796,27921.7618292,15.7723491053,221745.482477,130.541522796,25151.8899847,14.5837973495,7324.37641138,5.1332833525
797,27787.4458502,15.7289550262,220756.003654,130.20831548,25026.6899055,14.5422625805,7639.04314415,5.35381728061
798,27531.9410678,15.6461565017,217275.662479,129.031117812,24615.0435017,14.4050580952,7089.26923746,4.96850867762
799,28102.278841,15.8305275912,224119.564562,131.338372444,25398.3194082,14.6652877704,7729.45033324,5.4171790868
800,27289.6775063,15.5673409318,214763.077345,128.176148394,24377.7776104,14.3255213806,7122.94100315,4.99210750768
801,27914.0643519,15.7698646891,221757.037759,130.545410221,25165.6407968,14.5883536537,7388.85053694,5.17846999186
802,27881.2349966,15.7592654492,221742.161427,130.540405513,25109.3980199,14.5697108682,7704.03186404,5.39936457299
803,27548.6511259,15.6515816819,217548.492189,129.123695187,24719.255831,14.4398866527,7153.01284131,5.01318333141
804,28150.4664541,15.8460305366,224668.615459,131.522136282,25446.5674653,14.6812023537,7794.41700952,5.46271092993
805,27334.2340583,15.5818591956,215303.018946,128.360242831,24458.8031889,14.3527207287,7186.76032605,5.03683522911
806,27969.6677382,15.7878044273,222380.38214,130.754985319,25223.5023758,14.6075141172,7453.04848177,5.22346307017
807,27929.3872606,15.774809976,222304.455128,130.729471499,25182.8192181,14.5940441679,7768.94714741,5.44486039744
808,27603.5703665,15.6694020347,218174.432799,129.335900465,24784.2807035,14.461586051,7216.8583798,5.05792942602
809,28193.155869,15.8597550184,225171.767825,131.69036714,25504.3733818,14.7002523315,7859.4360843,5.50827949652
