,tout,s,i,ext,hvac,storage,t1,t2,t3,t4,t5,hsp0,m,rh,tdis,twater,mwa
0,24.975,0.0,521.033961507,3865.39447918,-15875.5465034,-6242.6868855,23.6338840763,23.1890615416,23.1823400616,23.7643968376,24.7188571227,23.0,1.59211953364,0.0,13.9080448333,82.2222222222,0.0
1,24.95,0.0,521.033961507,5486.97987448,-17523.1641577,-10225.667578,23.0354593573,23.0049615782,23.0059414753,23.3622207967,24.6371235805,23.0,1.73149094611,0.0,13.1606370341,82.2222222222,0.0
2,24.925,0.0,521.033961507,5766.116206,2683.71389826,-424.97232752,23.0105898178,23.0097058019,23.0096938334,23.0215101251,24.5396722645,23.01,0.375149719937,5624.85229859,29.9922140754,82.2222222222,0.0360047528888
3,24.9,0.0,521.033961507,5677.6350511,-9226.53604737,-12.7501282583,23.0098436441,23.0099011249,23.0099045712,23.0100131843,24.4686776375,23.01,1.14785666199,0.0,15.1644500986,82.2222222222,0.0
4,24.875,0.0,521.033961507,5635.11681006,-6064.99093262,168.059157683,23.0196796267,23.0197063795,23.0196555532,23.0197502536,24.3975508568,23.02,0.826382422531,0.0,15.8562103201,82.2222222222,0.0
5,24.85,0.0,521.033961507,5615.66714175,-6419.01728811,3.5904498,23.019889772,23.0199281352,23.0199304208,23.0199759771,24.3420172816,23.02,0.825824289639,0.0,15.4330631416,82.2222222222,0.0
6,24.825,0.0,521.033961507,5574.92713736,-5823.2508441,167.60245458,23.0297000312,23.029713291,23.029662173,23.0298248714,24.3072380141,23.03,0.754483130967,0.0,15.4961704155,82.2222222222,0.0
7,24.8,0.0,521.033961507,5546.37335438,-6339.65867252,3.71554570626,23.0299175205,23.0299527544,23.0299590413,23.0299972583,24.2781923363,23.03,0.84065803665,0.0,15.6689890667,82.2222222222,0.0
8,24.775,0.0,521.033961507,5521.15196434,-6073.70066676,0.0188257570016,23.0299186225,23.0299507146,23.029956839,23.0299941968,24.2554525419,23.03,0.790146037863,0.0,15.5268896039,82.2222222222,0.0
9,24.75,0.0,521.033961507,5469.21535706,-5763.31943545,167.239451582,23.0397089728,23.0397171761,23.0396651261,23.0398284773,24.240349795,23.04,0.749686865538,0.0,15.5358061569,82.2222222222,0.0
10,24.725,0.0,521.033961507,5439.36560853,-6228.0883764,3.64018936938,23.0399220802,23.0399513537,23.0399554467,23.0399979294,24.2242756173,23.04,0.82339477655,0.0,15.6567183346,82.2222222222,0.0
11,24.7,0.0,521.033961507,5389.91600681,-5629.86466376,167.28057373,23.049715839,23.0497202899,23.0496663883,23.04983179,24.2149046,23.05,0.725657068896,0.0,15.4767113906,82.2222222222,0.0
12,24.675,0.0,521.033961507,5361.18434885,-6145.01916975,3.61090999754,23.049927254,23.0499532255,23.0499566203,23.0500000933,24.2038325441,23.05,0.812815798047,0.0,15.6702707813,82.2222222222,0.0
13,24.65,0.0,521.033961507,5315.26933903,-5551.3962299,167.285399177,23.0597222943,23.0597239692,23.0596693134,23.0598347556,24.1985730225,23.06,0.714559835939,0.0,15.4761856253,82.2222222222,0.0
14,24.625,0.0,521.033961507,5290.34524488,-6070.54137596,3.55916304842,23.0599307008,23.0599537159,23.0599562996,23.0600010375,24.1909436801,23.06,0.801931585423,0.0,15.6706645964,82.2222222222,0.0
15,24.6,0.0,521.033961507,5245.7518659,-5478.03819639,167.311226592,23.0697282511,23.0697275179,23.0696722255,23.0698374115,24.1884019798,23.07,0.704234425158,0.0,15.4765799929,82.2222222222,0.0
16,24.575,0.0,521.033961507,5221.6385522,-5998.25551948,3.5110181634,23.0699338593,23.0699542774,23.069956186,23.070001833,24.1830682156,23.07,0.791297577203,0.0,15.6704402174,82.2222222222,0.0
17,24.55,0.0,521.033961507,5203.38332503,-5739.18783031,0.000513898861409,23.0699338894,23.0699524216,23.0699544867,23.0699983077,24.1788511403,23.07,0.742869563777,0.0,15.5284273126,82.2222222222,0.0
18,24.525,0.0,521.033961507,5158.52393883,-5435.89289417,167.364435094,23.0797358871,23.079732583,23.0796774386,23.0798405102,24.1786012853,23.08,0.703460075342,0.0,15.536558651,82.2222222222,0.0
19,24.5,0.0,521.033961507,5136.34876839,-5909.13140517,3.42938901382,23.0799367423,23.0799537739,23.0799546263,23.0800017378,24.1751821727,23.08,0.777094692192,0.0,15.6570096856,82.2222222222,0.0
20,24.475,0.0,521.033961507,5095.03850263,-5318.10371908,167.388584154,23.0897411504,23.0897356779,23.0896792699,23.0898429206,24.1759790528,23.09,0.682096296159,0.0,15.4787871551,82.2222222222,0.0
21,24.45,0.0,521.033961507,5073.98251053,-5842.06332504,3.40667473098,23.0899406956,23.0899559372,23.0899566786,23.0900033186,24.173560393,23.09,0.768607491901,0.0,15.6701430256,82.2222222222,0.0
22,24.425,0.0,521.033961507,5033.52086893,-5252.93856701,167.38991046,23.0997461767,23.0997392147,23.0996825348,23.0998450894,24.1752133192,23.1,0.672780268117,0.0,15.4778706592,82.2222222222,0.0
23,24.4,0.0,521.033961507,5012.91968514,-5777.49191824,3.36498673069,23.0999433,23.0999568828,23.0999573227,23.1000038653,24.1735886481,23.1,0.759083937358,0.0,15.6700149781,82.2222222222,0.0
24,24.375,0.0,521.033961507,4997.96298889,-5521.18673151,-0.00776307283108,23.0999428452,23.0999551404,23.099955835,23.1000001878,24.1725129942,23.1,0.711938413209,0.0,15.5293833134,82.2222222222,0.0
25,24.35,0.0,521.033961507,4957.55035153,-5222.4839734,167.440121297,23.1097525965,23.1097441673,23.1096880744,23.1098475005,24.1748268287,23.11,0.673240470678,0.0,15.5371156528,82.2222222222,0.0
26,24.325,0.0,521.033961507,4938.85414505,-5699.69967401,3.29274708815,23.1099455141,23.1099568906,23.1099567177,23.11000347,24.1737479053,23.11,0.746551350047,0.0,15.6568828515,82.2222222222,0.0
27,24.3,0.0,521.033961507,4900.83186555,-5111.3730591,167.456795597,23.1197572372,23.1197473404,23.1196902494,23.1198496063,24.1764529146,23.12,0.653121866471,0.0,15.4798506416,82.2222222222,0.0
28,24.275,0.0,521.033961507,4882.46515889,-5638.14813015,3.62378581013,23.1199695713,23.1199816851,23.119987115,23.1200214962,24.1758415326,23.12,0.73872729327,0.0,15.6692779703,82.2222222222,0.0
29,24.25,0.0,521.033961507,4844.85453758,-5052.95202614,167.104188872,23.1297616149,23.129731477,23.1296936041,23.1298514272,24.1789425852,23.13,0.644808062243,0.0,15.4797948361,82.2222222222,0.0
30,24.225,0.0,521.033961507,4826.80122774,-5578.64647255,3.53926353721,23.1299690172,23.1299792876,23.1299840645,23.1300197465,24.1787419587,23.13,0.729886263714,0.0,15.6686118153,82.2222222222,0.0
31,24.2,0.0,521.033961507,4815.27942388,-5327.43015792,-0.331074831444,23.1299496154,23.1299577273,23.129957303,23.1300009175,24.1789110646,23.13,0.684397502807,0.0,15.5309759985,82.2222222222,0.0
32,24.175,0.0,521.033961507,4777.82598728,-5029.78157393,167.796454872,23.1397835375,23.1399274101,23.1397214947,23.1398665244,24.1822632818,23.14,0.645838980738,0.0,15.5370408799,82.2222222222,0.0
33,24.15,0.0,521.033961507,4761.31994506,-5511.10760548,3.16273032636,23.1399688995,23.1399814826,23.1399811495,23.1400177637,24.1822263426,23.14,0.718940512381,0.0,15.6567175788,82.2222222222,0.0
34,24.125,0.0,521.033961507,4725.55294345,-4923.9053471,167.547076271,23.1497891821,23.1500190668,23.1497257423,23.1498696186,24.1856932812,23.15,0.626889768774,0.0,15.4821551215,82.2222222222,0.0
35,24.1,0.0,521.033961507,4709.58852447,-5454.72787536,3.05769315154,23.1499684059,23.1499818131,23.1499783667,23.1500161498,24.185917569,23.15,0.711672686765,0.0,15.6676784475,82.2222222222,0.0
36,24.075,0.0,521.033961507,4674.13245126,-4869.03324082,167.568419542,23.1597909163,23.1595630389,23.1597255622,23.1598696324,24.1896400095,23.16,0.619081880893,0.0,15.4820168846,82.2222222222,0.0
37,24.05,0.0,521.033961507,4658.91864261,-5400.8233675,3.02277815789,23.1599681112,23.1599701655,23.1599760741,23.1600147022,24.1901725062,23.16,0.703613497057,0.0,15.6667917638,82.2222222222,0.0
38,24.025,0.0,521.033961507,4649.05805972,-5148.15304583,0.0824679233761,23.1599729456,23.1599796939,23.1599828601,23.1600156497,24.1910700746,23.16,0.658772579285,0.0,15.5311810736,82.2222222222,0.0
39,24.0,0.0,521.033961507,4613.3389911,-4855.08884295,167.451700161,23.169789919,23.1697962311,23.1697222251,23.1698667032,24.1949222503,23.17,0.621168101133,0.0,15.5397371255,82.2222222222,0.0
40,23.975,0.0,521.033961507,4598.64681137,-5336.66646255,3.04072603914,23.1699681898,23.1699743414,23.1699738844,23.1700129724,24.195508262,23.17,0.693152314777,0.0,15.6540682877,82.2222222222,0.0
41,23.95,0.0,521.033961507,4564.59514181,-4751.40739589,167.614356332,23.1797956833,23.1801213503,23.1797271134,23.1798699943,24.1994090894,23.18,0.602798272933,0.0,15.4851274935,82.2222222222,0.0
42,23.925,0.0,521.033961507,4550.20506004,-5284.32461355,2.95122358981,23.1799687241,23.1799813086,23.1799733018,23.1800121073,24.2001900345,23.18,0.686457695981,0.0,15.6651977331,82.2222222222,0.0
43,23.9,0.0,521.033961507,4516.90366255,-4700.27732578,167.631622524,23.1897982161,23.1895426422,23.1897288735,23.1898705889,24.2042903293,23.19,0.595515923106,0.0,15.4848369164,82.2222222222,0.0
44,23.875,0.0,521.033961507,4503.27648651,-5234.2741762,2.9184521194,23.1899693526,23.1899686428,23.1899730101,23.1900113269,24.205318462,23.19,0.678978399123,0.0,15.6643620792,82.2222222222,0.0
45,23.85,0.0,521.033961507,4495.25512139,-4983.0551381,0.0840365626836,23.1899742806,23.1896914936,23.189980308,23.1900125555,24.2066384177,23.19,0.635310098996,0.0,15.5330954433,82.2222222222,0.0
46,23.825,0.0,521.033961507,4461.04262853,-4691.63555866,167.512555439,23.1997981067,23.1999099161,23.1997277074,23.1998682923,24.2107770779,23.2,0.597962010996,0.0,15.5404250358,82.2222222222,0.0
47,23.8,0.0,521.033961507,4447.74080756,-5174.99542381,2.93723962503,23.1999703679,23.1999769399,23.1999729429,23.2000102781,24.2117802173,23.2,0.669316605736,0.0,15.6521429386,82.2222222222,0.0
48,23.775,0.0,521.033961507,4415.29689579,-4590.91841289,167.664583207,23.2098041001,23.2095037613,23.2097334703,23.2098718074,24.215958663,23.21,0.580366276315,0.0,15.4875885284,82.2222222222,0.0
49,23.75,0.0,521.033961507,4402.48244269,-5125.97788911,2.85091400841,23.2099713154,23.209968764,23.2099733723,23.2100097287,24.2171490179,23.21,0.663026138792,0.0,15.6626674559,82.2222222222,0.0
50,23.725,0.0,521.033961507,4370.98193223,-4543.30382297,167.677543181,23.2198067994,23.2195483596,23.2197322663,23.2198725532,24.2214839003,23.22,0.573635264808,0.0,15.4879676202,82.2222222222,0.0
51,23.7,0.0,521.033961507,4358.33304464,-5078.81994097,2.82055485026,23.2199722507,23.2199703668,23.2199737751,23.2200091865,24.2228634776,23.22,0.655979332987,0.0,15.6617274589,82.2222222222,0.0
52,23.675,0.0,521.033961507,4351.35783166,-4828.31392038,0.0808480360233,23.2199769933,23.2200382003,23.2199811416,23.2200104901,24.2244490958,23.22,0.613375847329,0.0,15.5354237892,82.2222222222,0.0
53,23.65,0.0,521.033961507,4318.80994369,-4538.68816463,167.561560393,23.2298069971,23.2300133217,23.2296448953,23.2298705101,24.2287595264,23.23,0.576229739127,0.0,15.5405236966,82.2222222222,0.0
54,23.625,0.0,521.033961507,4306.37785288,-5023.27247355,2.83965753567,23.2299735914,23.2298484817,23.2299722837,23.2300083951,24.2300658545,23.23,0.64698322224,0.0,15.6503685489,82.2222222222,0.0
55,23.6,0.0,521.033961507,4275.72980598,-4440.62024736,167.703073269,23.2398128918,23.2395475278,23.2396962674,23.2398740236,24.2343506141,23.24,0.559463841876,0.0,15.4911633221,82.2222222222,0.0
56,23.575,0.0,521.033961507,4264.03939598,-4977.31019542,2.75724894766,23.2399746678,23.2402977054,23.2399743623,23.2400079675,24.235755619,23.24,0.641029545822,0.0,15.6599103886,82.2222222222,0.0
57,23.55,0.0,521.033961507,4233.78515059,-4395.51113457,167.713922099,23.2498156004,23.2495853002,23.2500180071,23.2498748269,24.2401478312,23.25,0.553070087935,0.0,15.4911481115,82.2222222222,0.0
