,tout,s,i,ext,hvac,storage,t1,t2,t3,t4,t5,hsp0,m,rh,tdis,twater,mwa
0,24.975,0.0,521.045354959,4622.85606442,-22000.0086349,-9174.11610559,23.462468277,23.1890615416,23.1823400616,23.7643968376,24.7188571227,23.0,2.24639636761,0.0,13.9080448333,82.2222222222,0.0
1,24.95,0.0,521.045354959,6030.11190158,-10009.2027789,-7685.11889939,23.0127565269,23.0049615782,23.0059414753,23.3622207967,24.6371235805,23.0,0.991455978277,0.0,13.1606370341,82.2222222222,0.0
2,24.925,0.0,521.045354959,6134.0661771,-917.710105504,-39.1843773111,23.0104634631,23.0097058019,23.0096938334,23.0215101251,24.5396722645,23.01,0.488608410325,2921.95861987,21.1772444537,82.2222222222,0.015666243582
3,24.9,0.0,521.045354959,6056.11011394,-9204.02532181,-10.4231634061,23.009853477,23.0099011249,23.0099045712,23.0100131843,24.4686776375,23.01,1.14514598429,0.0,15.1644500986,82.2222222222,0.0
4,24.875,0.0,521.045354959,6015.02729746,-6319.55011875,167.80331793,23.0196743629,23.0197063795,23.0196555532,23.0197502536,24.3975508568,23.02,0.861130342467,0.0,15.8562103201,82.2222222222,0.0
5,24.85,0.0,521.045354959,5995.14622546,-6797.24658025,3.69275740535,23.0198904935,23.0199281352,23.0199304208,23.0199759771,24.3420172816,23.02,0.87454725571,0.0,15.4330631416,82.2222222222,0.0
6,24.825,0.0,521.045354959,5953.58060608,-6202.52047507,167.38210605,23.0296877313,23.029713291,23.029662173,23.0298248714,24.3072380141,23.03,0.803682035283,0.0,15.4961704155,82.2222222222,0.0
7,24.8,0.0,521.045354959,5924.15372886,-6716.71422833,3.95865347125,23.029919448,23.0299527544,23.0299590413,23.0299972583,24.2781923363,23.03,0.890720219495,0.0,15.6689890667,82.2222222222,0.0
8,24.775,0.0,521.045354959,5897.89605756,-6450.81894614,0.0171227830934,23.0299204503,23.0299507146,23.029956839,23.0299941968,24.2554525419,23.03,0.8392654459,0.0,15.5268896039,82.2222222222,0.0
9,24.75,0.0,521.045354959,5844.52872755,-6138.9921115,167.006962745,23.0396970635,23.0397171761,23.0396651261,23.0398284773,24.240349795,23.04,0.79861061209,0.0,15.5358061569,82.2222222222,0.0
10,24.725,0.0,521.045354959,5813.61486029,-6601.65492687,3.87421023468,23.0399238683,23.0399513537,23.0399554467,23.0399979294,24.2242756173,23.04,0.872841863214,0.0,15.6567183346,82.2222222222,0.0
11,24.7,0.0,521.045354959,5762.78126726,-6003.5294817,167.04435429,23.049703667,23.0497202899,23.0496663883,23.04983179,24.2149046,23.05,0.773873255966,0.0,15.4767113906,82.2222222222,0.0
12,24.675,0.0,521.045354959,5733.01572166,-6516.07790668,3.84854644166,23.0499289923,23.0499532255,23.0499566203,23.0500000933,24.2038325441,23.05,0.861952893739,0.0,15.6702707813,82.2222222222,0.0
13,24.65,0.0,521.045354959,5685.8624209,-5922.79285664,167.049816218,23.0597101055,23.0597239692,23.0596693134,23.0598347556,24.1985730225,23.06,0.762415355168,0.0,15.4761856253,82.2222222222,0.0
14,24.625,0.0,521.045354959,5660.10672775,-6439.53233464,3.79522750246,23.0599323317,23.0599537159,23.0599562996,23.0600010375,24.1909436801,23.06,0.850729776487,0.0,15.6706645964,82.2222222222,0.0
15,24.6,0.0,521.045354959,5614.35366349,-5847.43838627,167.077215758,23.0697160428,23.0697275179,23.0696722255,23.0698374115,24.1884019798,23.07,0.751771098904,0.0,15.4765799929,82.2222222222,0.0
16,24.575,0.0,521.045354959,5589.42271344,-6365.27387963,3.74564543854,23.0699353879,23.0699542774,23.069956186,23.070001833,24.1830682156,23.07,0.839766359717,0.0,15.6704402174,82.2222222222,0.0
17,24.55,0.0,521.045354959,5570.4111022,-6106.58715839,-0.00239341751191,23.0699352478,23.0699524216,23.0699544867,23.0699983077,24.1788511403,23.07,0.790472514756,0.0,15.5284273126,82.2222222222,0.0
18,24.525,0.0,521.045354959,5524.384014,-5802.10027811,167.138769094,23.0797238893,23.079732583,23.0796774386,23.0798405102,24.1786012853,23.08,0.750896801066,0.0,15.536558651,82.2222222222,0.0
19,24.5,0.0,521.045354959,5501.47603683,-6273.59475232,3.65695859093,23.0799380699,23.0799537739,23.0799546263,23.0800017378,24.1751821727,23.08,0.825072289441,0.0,15.6570096856,82.2222222222,0.0
